지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
950,2022-06-12 07:00,17.8,307.1,1.7,0,,,76.4,0,0
950,2022-06-12 08:00,20.8,38.7,1.9,0,,,65,0,0
950,2022-06-12 09:00,21.3,88,3,0,,,62.4,0,0
950,2022-06-12 10:00,21.6,85.5,5.5,0,,,59.1,0,0
950,2022-06-12 11:00,22.2,93.2,3.2,0,,,61.3,0,0
950,2022-06-12 12:00,22.1,99,4.4,0,,,64.1,0,0
950,2022-06-12 13:00,21.8,91.2,3.7,0,,,64.8,0,0
950,2022-06-12 14:00,20.3,79.5,6.5,0,,,68.3,0,0
950,2022-06-12 15:00,20.5,90.5,5.4,0,,,71.8,0,0
950,2022-06-12 16:00,20.1,93.3,5,0,,,71.9,0,0
950,2022-06-12 17:00,19.7,81.7,6.8,0,,,71.6,0,0
950,2022-06-12 18:00,19,75.1,7.1,0,,,69.7,0,0
950,2022-06-12 19:00,18.5,59.1,2,0,,,71.7,0,0
950,2022-06-12 20:00,18.1,73.5,6,0,,,76.3,0,0
950,2022-06-12 21:00,18,81.2,6.7,0,,,78,0,0
950,2022-06-12 22:00,17.9,77,5,0,,,77.3,0,0
950,2022-06-12 23:00,18,88.7,3.2,0,,,76.6,0,0
950,2022-06-13 00:00,17.8,67.7,3.2,0,,,79.4,0,0
950,2022-06-13 01:00,17.7,79.8,3.4,0,,,77.3,0,0
950,2022-06-13 02:00,17.8,54.1,2.8,0,,,75.6,0,0
950,2022-06-13 03:00,17.5,87.7,4.2,0,,,79.1,0,0
950,2022-06-13 04:00,17.4,79.3,3.1,0,,,78.6,0,0
950,2022-06-13 05:00,17.4,89.9,2.8,0,,,77.1,0,0
950,2022-06-13 06:00,17.7,81.2,2.9,0,,,77.4,0,0
950,2022-06-13 07:00,17.8,71,4.2,0,,,76.9,0,0
950,2022-06-13 08:00,18.2,91.7,4.2,0,,,74.9,0,0
950,2022-06-13 09:00,18.7,84.3,3.4,0,,,73,0,0
950,2022-06-13 10:00,19,55.8,2.4,0,,,70.8,0,0
950,2022-06-13 11:00,19.1,67.8,3,0,,,68.7,0,0
950,2022-06-13 12:00,19.1,77,5.6,0,,,66.9,0,0
950,2022-06-13 13:00,20.2,89.7,4.3,0,,,64,0,0
950,2022-06-13 14:00,19.9,88.6,7.1,0,,,65.8,0,0
950,2022-06-13 15:00,19.5,79.9,4.2,0,,,68.7,0,0
950,2022-06-13 16:00,19.2,87.1,7.6,0,,,69.1,0,0
950,2022-06-13 17:00,19.4,81.8,5.6,0,,,70.5,0,0
950,2022-06-13 18:00,19.1,83.1,5.9,0,,,74,0,0
950,2022-06-13 19:00,18.8,91.5,7,0,,,75.6,0,0
950,2022-06-13 20:00,18.7,89.3,7,0,,,76.5,0,0
950,2022-06-13 21:00,18.7,83.1,5.4,0,,,76.5,0,0
950,2022-06-13 22:00,18.6,89.4,5.2,0,,,77.1,0,0
950,2022-06-13 23:00,17.8,83.2,4.1,0,,,83.5,0,0
950,2022-06-14 00:00,17.7,70,4.7,0,,,83.2,0,0
950,2022-06-14 01:00,17.1,79.4,4.6,0,,,88.5,0,0
950,2022-06-14 02:00,17.2,80,4.5,.5,,,88.4,0,0
950,2022-06-14 03:00,17.1,91.2,4.6,0,,,89.7,0,0
950,2022-06-14 04:00,16.8,84.6,6.4,.5,,,90.4,0,0
950,2022-06-14 05:00,16.5,85.1,5.2,1,,,91.5,0,0
950,2022-06-14 06:00,16.7,88.6,4.3,.5,,,92.8,0,0
950,2022-06-14 07:00,16.6,90,5.4,1,,,93,0,0
950,2022-06-14 08:00,16.6,91.9,6.2,1,,,93.2,0,0
950,2022-06-14 09:00,16.7,89,6.3,0,,,90.1,0,0
950,2022-06-14 10:00,16.8,94.1,5.4,1,,,91,0,0
950,2022-06-14 11:00,17.4,84.7,5.2,0,,,87.4,0,0
950,2022-06-14 12:00,17.2,84,5.8,1,,,88.8,0,0
950,2022-06-14 13:00,17.5,87.2,4.9,.5,,,86.6,0,0
950,2022-06-14 14:00,16.9,79.2,3.8,2,,,90,0,0
950,2022-06-14 15:00,17.1,59.3,3.4,0,,,85.8,0,0
950,2022-06-14 16:00,17.2,131.6,1.6,0,,,88,0,0
950,2022-06-14 17:00,17.6,53.2,2.8,0,,,82.8,0,0
950,2022-06-14 18:00,17.5,132.9,1.6,0,,,81.9,0,0
950,2022-06-14 19:00,17.5,46.2,2.2,0,,,83.2,0,0
950,2022-06-14 20:00,17.4,70.8,2,0,,,82.5,0,0
950,2022-06-14 21:00,17.3,77.1,2.4,0,,,83.1,0,0
950,2022-06-14 22:00,17.8,74.4,2.2,0,,,80.8,0,0
950,2022-06-14 23:00,17.5,59.2,2.9,0,,,81.2,0,0
950,2022-06-15 00:00,17.4,8.1,2.7,0,,,83,0,0
950,2022-06-15 01:00,16.8,32.6,2,.5,,,87.3,0,0
950,2022-06-15 02:00,16.7,299.1,1.6,0,,,86.1,0,0
950,2022-06-15 03:00,16,305.6,2.5,0,,,90.2,0,0
950,2022-06-15 04:00,15.3,309.3,3.2,.5,,,95.3,0,0
950,2022-06-15 05:00,15.3,316.9,2.8,0,,,96.1,0,0
950,2022-06-15 06:00,15.6,296.5,1.8,0,,,95.4,0,0
950,2022-06-15 07:00,16.1,286.2,1.4,0,,,94,0,0
950,2022-06-15 08:00,16.5,297.3,.9,0,,,91.9,0,0
950,2022-06-15 09:00,17.2,252.3,1.1,0,,,88.2,0,0
950,2022-06-15 10:00,18.2,224,1.1,0,,,88.6,0,0
950,2022-06-15 11:00,19.7,236.2,.9,0,,,82.6,0,0
950,2022-06-15 12:00,21.8,251,1.7,0,,,74.3,0,0
950,2022-06-15 13:00,23.5,229.9,2.4,0,,,68.5,0,0
950,2022-06-15 14:00,24.1,238,1.8,0,,,66.6,0,0
950,2022-06-15 15:00,23.2,226.4,2.6,0,,,72,0,0
950,2022-06-15 16:00,21.5,204.9,6.4,0,,,77.9,0,0
950,2022-06-15 17:00,21.5,207.4,4,0,,,78.8,0,0
950,2022-06-15 18:00,21,205.3,3.4,0,,,81.1,0,0
950,2022-06-15 19:00,19.9,206,5.7,0,,,88.8,0,0
950,2022-06-15 20:00,19.8,219,2.4,0,,,87.9,0,0
950,2022-06-15 21:00,19.7,212.1,2.7,0,,,90.1,0,0
950,2022-06-15 22:00,19.7,228.4,2.8,0,,,90.8,0,0
950,2022-06-15 23:00,19.5,233.9,1.1,0,,,91,0,0
950,2022-06-16 00:00,19.3,213.3,1.8,0,,,90.4,0,0
950,2022-06-16 01:00,19.3,232.2,1.9,0,,,89.6,0,0
950,2022-06-16 02:00,19.1,254.2,2.2,0,,,89.6,0,0
950,2022-06-16 03:00,19,232.4,2.1,0,,,91,0,0
950,2022-06-16 04:00,19,220.1,1.2,0,,,89.6,0,0
950,2022-06-16 05:00,18.7,238.8,.9,0,,,90.3,0,0
950,2022-06-16 06:00,19.2,233.1,1.2,0,,,87.9,0,0
950,2022-06-16 07:00,19.7,301.4,1.6,0,,,83.2,0,0
950,2022-06-16 08:00,21.1,275.6,1.3,0,,,77.3,0,0
950,2022-06-16 09:00,21.8,304.7,1.9,0,,,74.1,0,0
950,2022-06-16 10:00,23.3,240.5,2.4,0,,,66.7,0,0
950,2022-06-16 11:00,25,251.1,1.9,0,,,62.3,0,0
950,2022-06-16 12:00,23.8,218.6,2.5,0,,,66,0,0
950,2022-06-16 13:00,25.2,247.7,2.4,0,,,62.2,0,0
950,2022-06-16 14:00,23.9,201.7,4,0,,,65.4,0,0
950,2022-06-16 15:00,24.9,204,2.4,0,,,65.3,0,0
950,2022-06-16 16:00,23.7,194.8,3.3,0,,,65.5,0,0
950,2022-06-16 17:00,22.3,201.3,2.5,0,,,73.7,0,0
950,2022-06-16 18:00,22.5,218.2,2.6,0,,,70,0,0
950,2022-06-16 19:00,21.6,237,1.4,0,,,72.9,0,0
950,2022-06-16 20:00,20.9,38.5,.7,0,,,75.6,0,0
950,2022-06-16 21:00,21,250.4,1.4,0,,,74.5,0,0
950,2022-06-16 22:00,20.4,271,.9,0,,,77,0,0
950,2022-06-16 23:00,20.1,214.6,1.2,0,,,81.2,0,0
950,2022-06-17 00:00,19.4,286,.8,0,,,83.6,0,0
950,2022-06-17 01:00,19.3,241.5,.8,0,,,86.9,0,0
950,2022-06-17 02:00,19.6,281.6,1.3,0,,,85.6,0,0
950,2022-06-17 03:00,19.6,305.8,1.3,0,,,86.4,0,0
950,2022-06-17 04:00,19.1,307.7,1.3,0,,,91.4,0,0
950,2022-06-17 05:00,19,307.4,1.4,0,,,91.6,0,0
950,2022-06-17 06:00,19.4,277,1.2,0,,,91.6,0,0
950,2022-06-17 07:00,20.2,254.8,1.2,0,,,88.2,0,0
950,2022-06-17 08:00,22.6,273.2,1.1,0,,,78.4,0,0
950,2022-06-17 09:00,23.5,,,0,,,73.2,0,0
950,2022-06-17 10:00,23.8,216.5,2.1,0,,,70.4,0,0
950,2022-06-17 11:00,23.9,216.9,2.5,0,,,71.2,0,0
950,2022-06-17 12:00,24.4,209.4,3,0,,,67.9,0,0
950,2022-06-17 13:00,24,205,3.7,0,,,69.9,0,0
950,2022-06-17 14:00,24.2,206.8,3.2,0,,,69.4,0,0
950,2022-06-17 15:00,23.9,205.4,2.9,0,,,73,0,0
950,2022-06-17 16:00,23.6,198.6,3.2,0,,,72.2,0,0
950,2022-06-17 17:00,22.8,192,3.3,0,,,74.2,0,0
950,2022-06-17 18:00,21.9,203.4,4.1,0,,,80.1,0,0
950,2022-06-17 19:00,21.2,249.8,1.8,0,,,86.4,0,0
950,2022-06-17 20:00,21.2,253.1,1.2,0,,,85.3,0,0
950,2022-06-17 21:00,21.1,264.1,1,0,,,86.8,0,0
950,2022-06-17 22:00,21.1,215.5,.5,0,,,87.6,0,0
950,2022-06-17 23:00,21.8,298.6,1.1,0,,,85,0,0
950,2022-06-18 00:00,22,245.2,1.5,0,,,86.4,0,0
950,2022-06-18 01:00,21.7,302.4,1.4,0,,,87.3,0,0
950,2022-06-18 02:00,21.5,256.5,1.2,0,,,87.4,0,0
950,2022-06-18 03:00,21.3,274.1,.8,0,,,90.5,0,0
950,2022-06-18 04:00,21.4,280.1,.8,0,,,89.4,0,0
950,2022-06-18 05:00,21.1,298.7,.8,0,,,90.8,0,0
950,2022-06-18 06:00,21,0,.4,0,,,92.7,0,0
950,2022-06-18 07:00,23,243.4,.8,0,,,86.1,0,0
950,2022-06-18 08:00,23.9,299.1,1.4,0,,,82.3,0,0
950,2022-06-18 09:00,24,269.7,1.4,0,,,79.5,0,0
950,2022-06-18 10:00,24.4,246,1.4,0,,,75.1,0,0
950,2022-06-18 11:00,25.4,213.2,2,0,,,73,0,0
950,2022-06-18 12:00,25.5,208.7,1.9,0,,,73.2,0,0
950,2022-06-18 13:00,26.9,191.9,1.2,0,,,65.1,0,0
950,2022-06-18 14:00,27.1,212,2.3,0,,,66.2,0,0
950,2022-06-18 15:00,26,183.9,2.8,0,,,65.5,0,0
950,2022-06-18 16:00,26.8,220.4,2.8,0,,,60.7,0,0
950,2022-06-18 17:00,25.6,175.3,1.4,0,,,65.6,0,0
950,2022-06-18 18:00,22.9,220.1,2.7,0,,,73.9,0,0
950,2022-06-18 19:00,22.7,266.9,.7,0,,,76.5,0,0
950,2022-06-18 20:00,21.6,261.5,1.5,0,,,81.4,0,0
950,2022-06-18 21:00,21.3,186.2,.8,0,,,85.4,0,0
950,2022-06-18 22:00,21.4,288.2,1.1,0,,,86,0,0
950,2022-06-18 23:00,21.7,276.8,1.9,0,,,82.6,0,0
950,2022-06-19 00:00,21.3,279.8,1.7,0,,,85.7,0,0
950,2022-06-19 01:00,21.1,281.9,1.4,0,,,86.4,0,0
950,2022-06-19 02:00,20.7,246,.8,0,,,90.4,0,0
950,2022-06-19 03:00,20.5,307.8,.8,0,,,91,0,0
950,2022-06-19 04:00,20.6,262.9,1.1,0,,,90.2,0,0
950,2022-06-19 05:00,20.5,277.3,1.4,0,,,90.2,0,0
950,2022-06-19 06:00,20.6,296,1.1,0,,,90.4,0,0
950,2022-06-19 07:00,22,263.4,.9,0,,,88,0,0
950,2022-06-19 08:00,23.4,283,.9,0,,,80.5,0,0
950,2022-06-19 09:00,24.7,245.6,1.4,0,,,73.2,0,0
950,2022-06-19 10:00,24.8,259.3,1.6,0,,,73.1,0,0
950,2022-06-19 11:00,24.8,247.1,2.3,0,,,74.2,0,0
950,2022-06-19 12:00,25.5,207.2,3.4,0,,,72.2,0,0
950,2022-06-19 13:00,25.9,211.2,2,0,,,69.3,0,0
950,2022-06-19 14:00,25.8,221,2,0,,,67.3,0,0
950,2022-06-19 15:00,25.2,195.3,2.8,0,,,68.7,0,0
950,2022-06-19 16:00,24.5,203.8,4.3,0,,,71.6,0,0
950,2022-06-19 17:00,23.7,207.9,3.9,0,,,77.9,0,0
950,2022-06-19 18:00,23.2,208.7,3,0,,,81.6,0,0
950,2022-06-19 19:00,22.8,241.2,1.5,0,,,81.9,0,0
950,2022-06-19 20:00,21.7,245.2,2.2,0,,,87.4,0,0
950,2022-06-19 21:00,21.2,280.4,.9,0,,,89.8,0,0
950,2022-06-19 22:00,21.1,291.6,1.1,0,,,91.3,0,0
950,2022-06-19 23:00,20.9,4.5,.6,0,,,92.5,0,0
950,2022-06-20 00:00,20.8,285.5,.9,0,,,92.8,0,0
950,2022-06-20 01:00,21,251.1,.9,0,,,93.1,0,0
950,2022-06-20 02:00,21,304.4,.8,0,,,93.4,0,0
950,2022-06-20 03:00,20.9,232.9,.8,0,,,95.1,0,0
950,2022-06-20 04:00,21.1,305.2,1.3,0,,,93.4,0,0
950,2022-06-20 05:00,21.4,292.4,1.9,0,,,89.3,0,0
950,2022-06-20 06:00,21.9,289.4,.6,0,,,89.6,0,0
950,2022-06-20 07:00,22.6,0,.3,0,,,87.4,0,0
950,2022-06-20 08:00,24.2,309.3,.9,0,,,80.9,0,0
950,2022-06-20 09:00,24,134,1.5,0,,,80.6,0,0
950,2022-06-20 10:00,24.5,120.6,2.6,0,,,76.5,0,0
950,2022-06-20 11:00,24,122.5,3.5,0,,,79,0,0
950,2022-06-20 12:00,24.8,124.3,3.1,0,,,74.4,0,0
950,2022-06-20 13:00,25.2,125,3.1,0,,,69.3,0,0
950,2022-06-20 14:00,25.2,129.1,2.6,0,,,71,0,0
950,2022-06-20 15:00,24.6,120.9,3,0,,,72.4,0,0
950,2022-06-20 16:00,24.3,130.4,3.3,0,,,73.9,0,0
950,2022-06-20 17:00,24.5,162.5,1.5,0,,,71.1,0,0
950,2022-06-20 18:00,23.8,184,1.9,0,,,75.8,0,0
950,2022-06-20 19:00,23.4,198.1,2.1,0,,,79.3,0,0
950,2022-06-20 20:00,22.5,182.6,1.7,0,,,85,0,0
950,2022-06-20 21:00,22.7,192.3,1.8,0,,,85.4,0,0
950,2022-06-20 22:00,22.8,209.1,1.8,0,,,84.3,0,0
950,2022-06-20 23:00,22.9,194.1,1.4,0,,,84.1,0,0
950,2022-06-21 00:00,22.7,214.9,1.3,0,,,85.9,0,0
950,2022-06-21 01:00,22.8,225.8,.8,0,,,86,0,0
950,2022-06-21 02:00,22.9,0,.1,0,,,84.9,0,0
950,2022-06-21 03:00,22.8,0,.4,0,,,85.9,0,0
950,2022-06-21 04:00,22.8,349.6,.6,0,,,86.6,0,0
950,2022-06-21 05:00,22.1,112,1.6,0,,,89.7,0,0
950,2022-06-21 06:00,22.1,102.9,1.5,0,,,91.7,0,0
950,2022-06-21 07:00,22.3,117.5,2.6,0,,,91.9,0,0
950,2022-06-21 08:00,22.4,123.2,2,0,,,92.7,0,0
950,2022-06-21 09:00,24.2,122.7,2,0,,,81.1,0,0
950,2022-06-21 10:00,25.8,94.7,4.3,0,,,74,0,0
950,2022-06-21 11:00,25.3,117.9,3.5,0,,,75.7,0,0
950,2022-06-21 12:00,25.4,124.6,3.4,0,,,73.4,0,0
950,2022-06-21 13:00,26.5,94.4,3.7,0,,,74.3,0,0
950,2022-06-21 14:00,25,129.5,4.4,0,,,75,0,0
950,2022-06-21 15:00,25.1,139.8,4.8,0,,,74.7,0,0
950,2022-06-21 16:00,24.6,130.2,5.6,0,,,77.6,0,0
950,2022-06-21 17:00,24.7,123.4,4.3,0,,,77.2,0,0
950,2022-06-21 18:00,24.5,109.2,4.3,0,,,75.5,0,0
950,2022-06-21 19:00,24.2,122.7,4.6,0,,,75.2,0,0
950,2022-06-21 20:00,23.5,98.7,3.5,0,,,78.9,0,0
950,2022-06-21 21:00,23.4,104.3,3.5,0,,,78.8,0,0
950,2022-06-21 22:00,23,112.6,2.6,0,,,81.7,0,0
950,2022-06-21 23:00,22.1,118.5,1,0,,,88.9,0,0
950,2022-06-22 00:00,21.9,286.8,1.4,0,,,92.7,0,0
950,2022-06-22 01:00,21.9,316.8,1.4,0,,,92.5,0,0
950,2022-06-22 02:00,22,307.6,1.1,0,,,87.8,0,0
950,2022-06-22 03:00,21.9,301.5,1.1,0,,,88.8,0,0
950,2022-06-22 04:00,22.2,311.7,1.2,0,,,86.6,0,0
950,2022-06-22 05:00,21.5,280.3,.5,0,,,91.9,0,0
950,2022-06-22 06:00,21.9,289.5,.6,0,,,91.8,0,0
950,2022-06-22 07:00,23.5,279.9,.7,0,,,85.1,0,0
950,2022-06-22 08:00,24.8,268.5,1,0,,,77.5,0,0
950,2022-06-22 09:00,26,244.8,1.5,0,,,72.6,0,0
950,2022-06-22 10:00,27.1,253,1.8,0,,,72.2,0,0
950,2022-06-22 11:00,28.7,142.3,1.1,0,,,64.5,0,0
950,2022-06-22 12:00,26,195.9,2.7,0,,,73,0,0
950,2022-06-22 13:00,27.3,196.5,3.2,0,,,68.7,0,0
950,2022-06-22 14:00,27.7,210.2,3.1,0,,,65.9,0,0
950,2022-06-22 15:00,28.4,200.3,3.2,0,,,61.5,0,0
950,2022-06-22 16:00,27.4,212.2,2.9,0,,,64,0,0
950,2022-06-22 17:00,26.6,204.6,2.8,0,,,65.2,0,0
950,2022-06-22 18:00,25,214.9,2.4,0,,,70.8,0,0
950,2022-06-22 19:00,23,207,2.9,0,,,79.5,0,0
950,2022-06-22 20:00,22.2,226.1,2.1,0,,,86.5,0,0
950,2022-06-22 21:00,21.9,229.2,1.7,0,,,88.3,0,0
950,2022-06-22 22:00,22.2,248.4,2.1,0,,,86.9,0,0
950,2022-06-22 23:00,21.5,265.4,.9,0,,,89.9,0,0
950,2022-06-23 00:00,22.1,238.9,1.6,0,,,87.1,0,0
950,2022-06-23 01:00,22.3,282.1,.7,0,,,86.2,0,0
950,2022-06-23 02:00,22.7,311.6,1.2,0,,,85,0,0
950,2022-06-23 03:00,22.6,266,.7,0,,,86.6,0,0
950,2022-06-23 04:00,22.4,317.4,.6,0,,,91.5,0,0
950,2022-06-23 05:00,22.5,210.7,1.5,0,,,92.5,0,0
950,2022-06-23 06:00,22.6,213.4,3.3,0,,,94.5,0,0
950,2022-06-23 07:00,22.8,209.7,2.5,0,,,95,0,0
950,2022-06-23 08:00,23.2,210.5,3.6,0,,,94.4,0,0
950,2022-06-23 09:00,22.9,203.3,5.2,0,,,94.8,0,0
950,2022-06-23 10:00,22.8,209,6.2,0,,,95.1,0,0
950,2022-06-23 11:00,22.7,209.8,6.8,0,,,95.2,0,0
950,2022-06-23 12:00,22.7,211.3,5.6,0,,,95.3,0,0
950,2022-06-23 13:00,23.2,211,3.4,0,,,95,0,0
950,2022-06-23 14:00,23,210.9,5.4,0,,,93.6,0,0
950,2022-06-23 15:00,22.9,224.9,4.3,0,,,91.7,0,0
950,2022-06-23 16:00,22.5,219.1,4,0,,,92.3,0,0
950,2022-06-23 17:00,22.9,216.6,4,0,,,91.7,0,0
950,2022-06-23 18:00,22.9,214.9,3.7,0,,,91.2,0,0
950,2022-06-23 19:00,22.7,220.2,4.4,0,,,90.8,0,0
950,2022-06-23 20:00,22.8,217.5,4.6,0,,,90.3,0,0
950,2022-06-23 21:00,22.8,217.1,4.3,0,,,90.7,0,0
950,2022-06-23 22:00,22.8,213.1,4.3,0,,,91.3,0,0
950,2022-06-23 23:00,22.9,218.1,3.5,0,,,91.3,0,0
950,2022-06-24 00:00,22.8,215.4,4.6,0,,,91.8,0,0
950,2022-06-24 01:00,22.8,213.7,6.2,0,,,92.6,0,0
950,2022-06-24 02:00,22.7,209.6,8.4,0,,,92.4,0,0
950,2022-06-24 03:00,22.4,210.6,8.6,0,,,93,0,0
950,2022-06-24 04:00,22.1,213,3.9,15,,,94.3,0,0
950,2022-06-24 05:00,22.2,216.4,5.4,.5,,,93.1,0,0
950,2022-06-24 06:00,22.2,235.6,3.9,1,,,92.5,0,0
950,2022-06-24 07:00,21.9,227.8,3.8,3.5,,,93,0,0
950,2022-06-24 08:00,21.9,217.6,5,1,,,91.7,0,0
950,2022-06-24 09:00,22.1,220.2,5,1.5,,,93.5,0,0
950,2022-06-24 10:00,22.1,226.8,3.8,4,,,94.2,0,0
950,2022-06-24 11:00,22.1,227.4,3.2,10.5,,,94.9,0,0
950,2022-06-24 12:00,22.3,246.2,3.5,0,,,94.7,0,0
950,2022-06-24 13:00,23.5,246.1,2.3,0,,,93,0,0
950,2022-06-24 14:00,23.5,251.3,1.4,0,,,87.5,0,0
950,2022-06-24 15:00,24.6,269.6,1.7,0,,,84.3,0,0
950,2022-06-24 16:00,24,235,2.3,0,,,83.1,0,0
950,2022-06-24 17:00,24.4,217.9,2.3,0,,,82.7,0,0
950,2022-06-24 18:00,23.8,218.4,2.4,0,,,80.8,0,0
950,2022-06-24 19:00,23.2,215.7,2.2,0,,,82.5,0,0
950,2022-06-24 20:00,22.4,230.8,1.2,0,,,86.9,0,0
950,2022-06-24 21:00,22.1,290.5,1.7,0,,,89.2,0,0
950,2022-06-24 22:00,22.1,251.8,1.6,0,,,90.6,0,0
950,2022-06-24 23:00,22.2,230.1,1.1,0,,,90.3,0,0
950,2022-06-25 00:00,21.8,206,2.3,0,,,91.7,0,0
950,2022-06-25 01:00,22,220.5,2,0,,,90.3,0,0
950,2022-06-25 02:00,22.2,230.3,1.3,0,,,89.4,0,0
950,2022-06-25 03:00,22.3,280.7,.8,0,,,87.9,0,0
950,2022-06-25 04:00,22.2,312.7,2,0,,,88.7,0,0
950,2022-06-25 05:00,21.1,176.1,1.9,0,,,91.5,0,0
950,2022-06-25 06:00,21.8,288.1,1.2,0,,,88.7,0,0
950,2022-06-25 07:00,21.9,224.8,1.7,0,,,87.1,0,0
950,2022-06-25 08:00,23.1,308.8,1.4,0,,,86.5,0,0
950,2022-06-25 09:00,23.1,225.7,2.5,0,,,85.7,0,0
950,2022-06-25 10:00,24.9,267.2,1.5,0,,,81.3,0,0
950,2022-06-25 11:00,26,301.4,1.6,0,,,76.4,0,0
950,2022-06-25 12:00,24.3,207.9,1.7,0,,,82.4,0,0
950,2022-06-25 13:00,25.5,213.2,1.5,0,,,81.1,0,0
950,2022-06-25 14:00,25.1,201.8,4.5,0,,,77.9,0,0
950,2022-06-25 15:00,24.4,206.9,6.4,0,,,78.3,0,0
950,2022-06-25 16:00,23.4,207.9,5.1,0,,,82,0,0
950,2022-06-25 17:00,22.9,210.3,6.2,0,,,84.4,0,0
950,2022-06-25 18:00,22.9,159.1,1.4,0,,,85.5,0,0
950,2022-06-25 19:00,22.4,195.9,3.5,0,,,90.7,0,0
950,2022-06-25 20:00,22.6,218.6,5.1,0,,,93.3,0,0
950,2022-06-25 21:00,21.7,209.8,4.2,1.5,,,94.6,0,0
950,2022-06-25 22:00,21.8,217.6,4.7,0,,,94.9,0,0
950,2022-06-25 23:00,21.9,255.8,2.7,0,,,94.6,0,0
950,2022-06-26 00:00,22.1,261.5,2.7,0,,,92.7,0,0
950,2022-06-26 01:00,22.2,265.2,2.2,0,,,92.2,0,0
950,2022-06-26 02:00,22.3,230,2,0,,,90.9,0,0
950,2022-06-26 03:00,22.4,241.1,1.7,0,,,90.1,0,0
950,2022-06-26 04:00,22,241.4,2.1,0,,,91.2,0,0
950,2022-06-26 05:00,22.1,279.4,1.2,0,,,93.1,0,0
950,2022-06-26 06:00,22.2,184,1.2,0,,,92.8,0,0
950,2022-06-26 07:00,22.1,212,2.5,0,,,93.9,0,0
950,2022-06-26 08:00,22.4,206.1,3.3,.5,,,94.5,0,0
950,2022-06-26 09:00,23.5,219.1,2.8,0,,,93.2,0,0
950,2022-06-26 10:00,23.5,213.7,3.2,0,,,90.6,0,0
950,2022-06-26 11:00,23.9,203,4.1,0,,,89.3,0,0
950,2022-06-26 12:00,24.3,215.6,3.8,0,,,88.2,0,0
950,2022-06-26 13:00,24.1,221.7,3.7,0,,,88.4,0,0
950,2022-06-26 14:00,24.8,207.7,3.2,0,,,86.2,0,0
950,2022-06-26 15:00,24.7,208.2,3.5,0,,,87.3,0,0
950,2022-06-26 16:00,24,220.3,3.8,0,,,89.1,0,0
950,2022-06-26 17:00,24.7,221.2,2.9,0,,,88,0,0
950,2022-06-26 18:00,23.7,214.4,2.7,0,,,90.9,0,0
950,2022-06-26 19:00,23.7,209.2,4.6,0,,,93.1,0,0
950,2022-06-26 20:00,23.6,208,3.9,0,,,93.6,0,0
950,2022-06-26 21:00,24,220.6,3.9,0,,,92.7,0,0
950,2022-06-26 22:00,23.8,222.8,3.3,0,,,94.4,0,0
950,2022-06-26 23:00,23.7,216.4,3,0,,,95,0,0
950,2022-06-27 00:00,23.6,219.7,2.9,0,,,95.1,0,0
950,2022-06-27 01:00,23.8,211.8,3.4,0,,,95.3,0,0
950,2022-06-27 02:00,23.7,225.8,3.5,0,,,95.2,0,0
950,2022-06-27 03:00,23.9,210.8,3.6,0,,,95.4,0,0
950,2022-06-27 04:00,23.8,207.3,4,.5,,,95.5,0,0
950,2022-06-27 05:00,23.7,214.6,6,3,,,95.5,0,0
950,2022-06-27 06:00,23.3,204.9,7.6,2.5,,,96.1,0,0
950,2022-06-27 07:00,23.7,211.4,6.6,1.5,,,96.1,0,0
950,2022-06-27 08:00,23.7,218.2,5.1,0,,,96.2,0,0
950,2022-06-27 09:00,23.9,209,6.2,.5,,,96.1,0,0
950,2022-06-27 10:00,23.8,212,5.6,1,,,96.1,0,0
950,2022-06-27 11:00,22.9,219.2,5,12.5,,,96,0,0
950,2022-06-27 12:00,22.7,219.6,4.9,.5,,,96.2,0,0
950,2022-06-27 13:00,22.9,215.5,5,4,,,96.3,0,0
950,2022-06-27 14:00,22.9,209.6,4.8,1,,,96.3,0,0
950,2022-06-27 15:00,23.1,215.8,5.9,5,,,96.2,0,0
950,2022-06-27 16:00,23.3,207.7,7.2,0,,,96.3,0,0
950,2022-06-27 17:00,23.1,227.1,5,0,,,96.3,0,0
950,2022-06-27 18:00,23.4,217,5.6,0,,,96.4,0,0
950,2022-06-27 19:00,23.4,220.9,5.7,0,,,96.4,0,0
950,2022-06-27 20:00,23,204.7,4.8,0,,,96.3,0,0
950,2022-06-27 21:00,23.4,204.1,8.1,0,,,96.2,0,0
950,2022-06-27 22:00,23.1,213.1,6.2,0,,,96.1,0,0
950,2022-06-27 23:00,23.6,198.9,7.5,0,,,95.5,0,0
950,2022-06-28 00:00,23.4,214,4.2,0,,,94.3,0,0
950,2022-06-28 01:00,23.5,223,4.5,0,,,94.6,0,0
950,2022-06-28 02:00,23.7,212.8,3.6,0,,,95,0,0
950,2022-06-28 03:00,23.7,222,4.3,0,,,95.1,0,0
950,2022-06-28 04:00,23.5,217.6,6.7,0,,,95.3,0,0
950,2022-06-28 05:00,23.9,214.6,5.6,0,,,94.6,0,0
950,2022-06-28 06:00,23.6,218.5,6.1,0,,,94.8,0,0
950,2022-06-28 07:00,23,214.8,7.4,.5,,,95.7,0,0
950,2022-06-28 08:00,23.3,210.4,7,0,,,95.8,0,0
