지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
904,사상,2023-07-14 10:00,24.8,199.3,7.3,1.5,98
904,사상,2023-07-14 11:00,25,199.5,8.1,.5,97
904,사상,2023-07-14 12:00,25.1,194.8,6.8,.5,96
904,사상,2023-07-14 13:00,25,197,6.7,.5,97
904,사상,2023-07-14 14:00,25,192.4,5.7,.5,96
904,사상,2023-07-14 15:00,25.1,194.4,5.7,.5,95
904,사상,2023-07-14 16:00,25.6,196.1,6.9,.5,92
904,사상,2023-07-14 17:00,25.1,191.3,6.9,0,94
904,사상,2023-07-14 18:00,24.9,195.4,7.2,0,94
904,사상,2023-07-14 19:00,24.9,193.8,7,0,95
904,사상,2023-07-14 20:00,24.9,196.4,6.6,0,95
904,사상,2023-07-14 21:00,25.1,197,7.6,0,95
904,사상,2023-07-14 22:00,24.6,189,7.4,0,96
904,사상,2023-07-14 23:00,25.1,190.7,6.8,0,94
904,사상,2023-07-15 00:00,25.2,192.9,6.9,0,92
904,사상,2023-07-15 01:00,24.9,192.6,7.1,0,96
904,사상,2023-07-15 02:00,24.8,193.3,6.8,0,94
904,사상,2023-07-15 03:00,25.9,197.2,7,0,89
904,사상,2023-07-15 04:00,25.5,195.9,6.9,.5,89
904,사상,2023-07-15 05:00,26,192,5.6,0,88
904,사상,2023-07-15 06:00,25.7,194.7,6.1,0,90
904,사상,2023-07-15 07:00,26,199.9,5.9,0,89
904,사상,2023-07-15 08:00,26.7,199,6.1,0,88
904,사상,2023-07-15 09:00,27.3,197.5,6.7,0,87
904,사상,2023-07-15 10:00,26.8,199.7,6.6,0,88
904,사상,2023-07-15 11:00,26.4,207.2,5.9,0,91
904,사상,2023-07-15 12:00,27.5,201.8,7.1,0,87
904,사상,2023-07-15 13:00,26.7,202.3,6.3,0,88
904,사상,2023-07-15 14:00,26.1,202.6,6.8,0,91
904,사상,2023-07-15 15:00,26.3,198.7,5.2,.5,92
904,사상,2023-07-15 16:00,26.2,195,4.3,.5,93
904,사상,2023-07-15 17:00,26.5,198.3,5.3,0,91
904,사상,2023-07-15 18:00,26.2,196,5.3,0,92
904,사상,2023-07-15 19:00,25.7,201.7,5.6,0,95
904,사상,2023-07-15 20:00,25.4,199.7,6.7,0,96
904,사상,2023-07-15 21:00,25.5,194.7,5.8,1,96
904,사상,2023-07-15 22:00,25.8,196.5,5.2,0,94
904,사상,2023-07-15 23:00,25.2,217.9,2.1,2,96
904,사상,2023-07-16 00:00,24.9,194.1,2.4,0,93
904,사상,2023-07-16 01:00,24.5,185.5,3.3,0,92
904,사상,2023-07-16 02:00,24.2,203.3,3.3,0,88
904,사상,2023-07-16 03:00,23,164,1.9,1.5,92
904,사상,2023-07-16 04:00,22.7,182.6,2.3,7,97
904,사상,2023-07-16 05:00,22.7,181.4,2.2,21,98
904,사상,2023-07-16 06:00,22.6,176.5,2.6,8.5,98
904,사상,2023-07-16 07:00,22.9,0,0,5,98
904,사상,2023-07-16 08:00,23.2,0,0,10.5,98
904,사상,2023-07-16 09:00,24.1,156.7,1.5,8.5,98
904,사상,2023-07-16 10:00,24.7,0,0,.5,97
904,사상,2023-07-16 11:00,25.2,0,0,.5,95
904,사상,2023-07-16 12:00,25,.2,1.6,0,96
904,사상,2023-07-16 13:00,24.9,0,.2,6.5,97
904,사상,2023-07-16 14:00,25.2,357.7,2.7,7,97
904,사상,2023-07-16 15:00,25.5,47.2,1.3,10.5,98
904,사상,2023-07-16 16:00,24.9,357,1.9,11.5,98
904,사상,2023-07-16 17:00,24.1,106.5,1.8,16,98
904,사상,2023-07-16 18:00,24,142.6,2.6,8,97
904,사상,2023-07-16 19:00,24.6,161.6,1.8,1.5,96
904,사상,2023-07-16 20:00,24.2,203.5,2.5,3,96
904,사상,2023-07-16 21:00,24.5,194,2.6,.5,96
904,사상,2023-07-16 22:00,23.9,0,.1,0,96
904,사상,2023-07-16 23:00,24.3,177.4,1.9,2.5,97
904,사상,2023-07-17 00:00,24.1,0,.2,0,98
904,사상,2023-07-17 01:00,24.3,220.3,2.1,2,98
904,사상,2023-07-17 02:00,24,0,0,0,99
904,사상,2023-07-17 03:00,24.3,0,0,0,99
904,사상,2023-07-17 04:00,24,0,0,0,99
904,사상,2023-07-17 05:00,24.3,0,0,0,99
904,사상,2023-07-17 06:00,24.6,200.6,4.2,0,99
904,사상,2023-07-17 07:00,25.1,203.9,4,0,99
904,사상,2023-07-17 08:00,25.5,219.3,3,0,98
904,사상,2023-07-17 09:00,26.2,212,4.1,0,96
904,사상,2023-07-17 10:00,27.4,214.7,4.5,0,91
904,사상,2023-07-17 11:00,27.1,219.1,5.2,0,91
904,사상,2023-07-17 12:00,27.7,210.4,5.3,0,90
904,사상,2023-07-17 13:00,27.6,205.1,6.3,0,90
904,사상,2023-07-17 14:00,27.9,202.6,6.3,0,89
904,사상,2023-07-17 15:00,28.3,199,5.8,0,87
904,사상,2023-07-17 16:00,27.8,198.2,6.3,0,90
904,사상,2023-07-17 17:00,27,198.4,5.5,0,92
904,사상,2023-07-17 18:00,27,205.5,2.5,.5,93
904,사상,2023-07-17 19:00,27.1,193,1.7,0,93
904,사상,2023-07-17 20:00,26.6,189,2.7,0,93
904,사상,2023-07-17 21:00,26.6,181.8,2,0,93
904,사상,2023-07-17 22:00,26.5,189.8,1.6,0,92
904,사상,2023-07-17 23:00,26.4,183.2,1.5,0,90
904,사상,2023-07-18 00:00,26.1,0,0,0,84
904,사상,2023-07-18 01:00,25.6,0,0,0,90
904,사상,2023-07-18 02:00,24.8,0,0,0,95
904,사상,2023-07-18 03:00,24.7,0,0,0,97
904,사상,2023-07-18 04:00,24.6,0,0,0,97
904,사상,2023-07-18 05:00,24.5,0,0,0,98
904,사상,2023-07-18 06:00,24.4,0,.4,.5,98
904,사상,2023-07-18 07:00,24.9,329,.9,0,98
904,사상,2023-07-18 08:00,25.6,332.4,.9,0,95
904,사상,2023-07-18 09:00,26.3,339.3,1.5,0,95
904,사상,2023-07-18 10:00,28,133.1,2.8,.5,85
904,사상,2023-07-18 11:00,27,146.3,2.8,.5,88
904,사상,2023-07-18 12:00,26.4,116.6,2.1,3,90
904,사상,2023-07-18 13:00,25.3,133.6,.5,10.5,94
904,사상,2023-07-18 14:00,26.1,146.6,3.8,13.5,93
904,사상,2023-07-18 15:00,26.2,184.4,5.9,3,91
904,사상,2023-07-18 16:00,26.3,181.4,6.3,2.5,91
904,사상,2023-07-18 17:00,26.4,183.9,5.5,5,90
904,사상,2023-07-18 18:00,25,191.5,4.7,5.5,97
904,사상,2023-07-18 19:00,26.4,189.3,6.4,.5,92
904,사상,2023-07-18 20:00,25.6,218.7,4.4,.5,94
904,사상,2023-07-18 21:00,24.6,172.2,3.2,19.5,98
904,사상,2023-07-18 22:00,24.6,215.1,1.9,7.5,99
904,사상,2023-07-18 23:00,24.7,0,.2,.5,99
904,사상,2023-07-19 00:00,24.7,0,0,0,99
904,사상,2023-07-19 01:00,24.7,0,0,0,99
904,사상,2023-07-19 02:00,24.7,200.4,.6,0,99
904,사상,2023-07-19 03:00,24.6,333.7,.7,0,99
904,사상,2023-07-19 04:00,24.5,321.9,1.5,0,99
904,사상,2023-07-19 05:00,23.2,338.1,2.2,.5,99
904,사상,2023-07-19 06:00,23.5,35.8,2.4,0,98
904,사상,2023-07-19 07:00,24.1,6.8,1.1,0,94
904,사상,2023-07-19 08:00,24.7,42.3,2.3,0,90
904,사상,2023-07-19 09:00,25.1,331.2,1,0,88
904,사상,2023-07-19 10:00,25.7,332,1.3,0,84
904,사상,2023-07-19 11:00,26.5,326.9,1.9,0,81
904,사상,2023-07-19 12:00,26.6,338.4,2.2,0,79
904,사상,2023-07-19 13:00,25.2,206.8,2.2,0,88
904,사상,2023-07-19 14:00,24.4,180.7,2.4,0,91
904,사상,2023-07-19 15:00,24.8,171,.9,.5,91
904,사상,2023-07-19 16:00,25.6,151,1.7,0,82
904,사상,2023-07-19 17:00,27.1,170.2,2.2,0,75
904,사상,2023-07-19 18:00,27.5,162.9,1.4,0,74
904,사상,2023-07-19 19:00,25.3,204.5,2.7,0,85
904,사상,2023-07-19 20:00,24.1,196.3,2.4,0,90
904,사상,2023-07-19 21:00,23.7,210.8,2.7,0,91
904,사상,2023-07-19 22:00,23.4,203.2,1.4,0,92
904,사상,2023-07-19 23:00,23,0,0,0,93
904,사상,2023-07-20 00:00,22.9,197.2,.6,0,93
904,사상,2023-07-20 01:00,22.6,205.9,1.3,0,96
904,사상,2023-07-20 02:00,22.4,203.3,2.6,0,97
904,사상,2023-07-20 03:00,22,172.6,1,0,98
904,사상,2023-07-20 04:00,21.9,207.7,2,0,98
904,사상,2023-07-20 05:00,21.9,215.1,.6,0,98
904,사상,2023-07-20 06:00,22,0,0,0,99
904,사상,2023-07-20 07:00,22.8,0,0,0,98
904,사상,2023-07-20 08:00,24.4,0,0,0,90
904,사상,2023-07-20 09:00,26.3,0,.4,0,80
904,사상,2023-07-20 10:00,27.2,238.7,.9,0,79
904,사상,2023-07-20 11:00,28.2,265.8,.9,0,75
904,사상,2023-07-20 12:00,27.7,218.2,4.4,0,79
904,사상,2023-07-20 13:00,27.6,219.7,4.3,0,79
904,사상,2023-07-20 14:00,26.5,221.1,4.2,0,82
904,사상,2023-07-20 15:00,26.5,224.5,3.9,0,84
904,사상,2023-07-20 16:00,26.7,223.6,4.1,0,83
904,사상,2023-07-20 17:00,25.7,215.4,3.8,0,87
904,사상,2023-07-20 18:00,25.1,208,2.9,0,89
904,사상,2023-07-20 19:00,24.7,220.5,2.2,0,91
904,사상,2023-07-20 20:00,24.3,206.2,2.2,0,92
904,사상,2023-07-20 21:00,24,0,.2,0,92
904,사상,2023-07-20 22:00,23.9,196.3,1.3,0,94
904,사상,2023-07-20 23:00,24,0,0,0,93
904,사상,2023-07-21 00:00,23.1,0,0,0,97
904,사상,2023-07-21 01:00,23.2,0,0,0,97
904,사상,2023-07-21 02:00,22.9,0,0,0,98
904,사상,2023-07-21 03:00,22.3,,,0,98
904,사상,2023-07-21 04:00,22.4,,,0,99
904,사상,2023-07-21 05:00,22.1,,,0,99
904,사상,2023-07-21 06:00,22.2,,,0,99
904,사상,2023-07-21 07:00,23.8,,,0,98
904,사상,2023-07-21 08:00,24.8,8.5,1.3,0,91
904,사상,2023-07-21 09:00,26.7,0,.2,0,83
904,사상,2023-07-21 10:00,27.7,322.6,1.4,0,76
904,사상,2023-07-21 11:00,28.8,166.1,2.3,0,70
904,사상,2023-07-21 12:00,30.9,0,.3,0,65
904,사상,2023-07-21 13:00,30.2,135.1,3.1,0,62
904,사상,2023-07-21 14:00,30.1,137,3.5,0,55
904,사상,2023-07-21 15:00,30.4,133.3,3,0,55
904,사상,2023-07-21 16:00,30.5,126.7,3,0,56
904,사상,2023-07-21 17:00,30.3,146.8,2.2,0,57
904,사상,2023-07-21 18:00,29.3,145.7,2.3,0,58
904,사상,2023-07-21 19:00,28,132.1,1.9,0,61
904,사상,2023-07-21 20:00,25.9,0,.1,0,70
904,사상,2023-07-21 21:00,24.6,12.7,.9,0,76
904,사상,2023-07-21 22:00,25,254.8,.8,0,72
904,사상,2023-07-21 23:00,24.6,0,.3,0,76
904,사상,2023-07-22 00:00,24.2,0,.4,0,78
904,사상,2023-07-22 01:00,23.3,342.6,.6,0,85
904,사상,2023-07-22 02:00,23.3,20,1.8,0,85
904,사상,2023-07-22 03:00,22.9,30.9,1.8,0,87
904,사상,2023-07-22 04:00,22.9,36,.7,0,88
904,사상,2023-07-22 05:00,23.2,38.5,.5,0,87
904,사상,2023-07-22 06:00,22.9,17.7,1.4,0,88
904,사상,2023-07-22 07:00,24,334.6,.6,0,83
904,사상,2023-07-22 08:00,25.9,276.5,1.4,0,77
904,사상,2023-07-22 09:00,25.8,161.9,2,0,78
904,사상,2023-07-22 10:00,26.3,132.7,.7,0,81
904,사상,2023-07-22 11:00,28.1,210.3,3.7,0,69
904,사상,2023-07-22 12:00,27,207.2,1.2,0,76
904,사상,2023-07-22 13:00,28.5,254.3,1.1,0,71
904,사상,2023-07-22 14:00,27.7,217,3.4,0,75
904,사상,2023-07-22 15:00,27.7,225.9,3,0,73
904,사상,2023-07-22 16:00,27.3,218.7,3.1,0,76
904,사상,2023-07-22 17:00,26.9,223.3,2,0,77
904,사상,2023-07-22 18:00,26.2,252.2,1.3,0,83
904,사상,2023-07-22 19:00,25.8,203,1,0,82
904,사상,2023-07-22 20:00,25.6,237.2,1.7,0,83
904,사상,2023-07-22 21:00,25.2,0,.2,0,87
904,사상,2023-07-22 22:00,25.1,0,0,0,90
904,사상,2023-07-22 23:00,25,0,.1,0,88
904,사상,2023-07-23 00:00,24.6,151.8,1.3,9,95
904,사상,2023-07-23 01:00,24.8,0,0,0,97
904,사상,2023-07-23 02:00,25.6,208.1,.7,0,98
904,사상,2023-07-23 03:00,25.9,197,2.8,0,98
904,사상,2023-07-23 04:00,27,197.3,4.3,0,92
904,사상,2023-07-23 05:00,26,217.5,3.3,0,97
904,사상,2023-07-23 06:00,25.7,217,3.9,0,98
904,사상,2023-07-23 07:00,26.3,219,4.1,0,97
904,사상,2023-07-23 08:00,27.9,193.4,6,.5,88
904,사상,2023-07-23 09:00,27.7,210.8,5.3,0,90
904,사상,2023-07-23 10:00,28.3,201.5,7.6,0,87
904,사상,2023-07-23 11:00,27.9,202.1,7.5,0,89
904,사상,2023-07-23 12:00,28.4,205.5,6.7,0,88
904,사상,2023-07-23 13:00,27.8,202.5,6.7,0,80
904,사상,2023-07-23 14:00,28.5,203.4,7,0,82
904,사상,2023-07-23 15:00,28.2,208.8,6.7,0,82
904,사상,2023-07-23 16:00,28.1,204.3,7.1,0,84
904,사상,2023-07-23 17:00,27.1,202.1,6.2,0,88
904,사상,2023-07-23 18:00,27.1,202,6.5,1,91
904,사상,2023-07-23 19:00,26.1,217.5,6,4,96
904,사상,2023-07-23 20:00,25.4,205.9,1.8,8.5,98
904,사상,2023-07-23 21:00,26.2,200.9,5.9,0,96
904,사상,2023-07-23 22:00,26.4,200.1,5.7,0,95
904,사상,2023-07-23 23:00,26.6,198.5,5.8,0,95
904,사상,2023-07-24 00:00,25.8,216.1,4.7,.5,97
904,사상,2023-07-24 01:00,25.9,201.4,5.5,1,98
904,사상,2023-07-24 02:00,26,201.8,5.2,0,98
904,사상,2023-07-24 03:00,26.1,205.1,5.4,0,98
904,사상,2023-07-24 04:00,25.8,203.4,4.5,0,98
904,사상,2023-07-24 05:00,26.3,199.9,5,0,97
904,사상,2023-07-24 06:00,25.7,205.5,3.8,1,97
904,사상,2023-07-24 07:00,25.9,208.4,4.1,0,97
904,사상,2023-07-24 08:00,26.5,205.1,4.1,0,96
904,사상,2023-07-24 09:00,26,198.8,5.2,1,97
904,사상,2023-07-24 10:00,28.4,203,6.1,0,90
904,사상,2023-07-24 11:00,28.9,204.8,6.4,0,85
904,사상,2023-07-24 12:00,29.5,207.4,7.2,0,85
904,사상,2023-07-24 13:00,29.2,205,7.2,0,83
904,사상,2023-07-24 14:00,29.7,207.7,7.5,0,79
904,사상,2023-07-24 15:00,25.5,201.5,3.9,21,96
904,사상,2023-07-24 16:00,26.2,208.1,4.2,0,92
904,사상,2023-07-24 17:00,26.2,200.7,3.2,.5,92
904,사상,2023-07-24 18:00,25.5,196.9,4.1,.5,94
904,사상,2023-07-24 19:00,25.5,194,1.7,0,95
904,사상,2023-07-24 20:00,25.3,200.8,2.3,0,94
904,사상,2023-07-24 21:00,25.2,206.2,2.3,0,94
904,사상,2023-07-24 22:00,25,219.5,2.2,0,95
904,사상,2023-07-24 23:00,24.7,206.5,1.6,0,96
904,사상,2023-07-25 00:00,24.7,0,0,0,97
904,사상,2023-07-25 01:00,25.6,171.7,1.3,0,92
904,사상,2023-07-25 02:00,24.9,0,.1,0,96
904,사상,2023-07-25 03:00,24.9,0,.2,0,97
904,사상,2023-07-25 04:00,24.6,219.9,.5,0,97
904,사상,2023-07-25 05:00,24.5,0,.1,0,97
904,사상,2023-07-25 06:00,24.7,0,0,0,97
904,사상,2023-07-25 07:00,26.4,191.5,1.5,0,88
904,사상,2023-07-25 08:00,27,193.8,2.4,0,85
904,사상,2023-07-25 09:00,28.7,213.9,2.6,0,79
904,사상,2023-07-25 10:00,29.2,194.2,4.1,0,76
904,사상,2023-07-25 11:00,29.3,216.5,5,0,83
904,사상,2023-07-25 12:00,28.1,213.3,5.4,0,86
904,사상,2023-07-25 13:00,25.5,186.9,4.9,3.5,91
904,사상,2023-07-25 14:00,24.7,171.2,.5,8.5,95
904,사상,2023-07-25 15:00,28.1,219.1,1.6,0,80
904,사상,2023-07-25 16:00,28,190.3,2,0,80
904,사상,2023-07-25 17:00,28.9,209,3.3,0,78
904,사상,2023-07-25 18:00,29.4,191.7,2.6,0,77
904,사상,2023-07-25 19:00,27,213.1,3,0,88
904,사상,2023-07-25 20:00,26.6,228.1,2.2,0,89
904,사상,2023-07-25 21:00,26,202.4,2.8,0,91
904,사상,2023-07-25 22:00,26.1,189.6,1.8,0,91
904,사상,2023-07-25 23:00,25.6,220.9,1.1,0,94
904,사상,2023-07-26 00:00,25.1,0,.4,0,96
904,사상,2023-07-26 01:00,24.7,0,0,0,97
904,사상,2023-07-26 02:00,24.7,0,0,0,98
904,사상,2023-07-26 03:00,24.9,0,0,0,98
904,사상,2023-07-26 04:00,24.8,0,0,0,98
904,사상,2023-07-26 05:00,24.8,0,0,0,98
904,사상,2023-07-26 06:00,24.8,0,.1,0,98
904,사상,2023-07-26 07:00,26,0,0,0,95
904,사상,2023-07-26 08:00,27.5,0,.2,0,87
904,사상,2023-07-26 09:00,29.1,174.2,.8,0,81
904,사상,2023-07-26 10:00,29.5,202.4,3.7,0,79
904,사상,2023-07-26 11:00,30.2,218.2,4.5,0,77
904,사상,2023-07-26 12:00,30.6,208.4,4.6,0,77
904,사상,2023-07-26 13:00,30,217.3,4.9,0,77
904,사상,2023-07-26 14:00,30.8,199.7,4.9,0,75
904,사상,2023-07-26 15:00,29.7,208.5,4.3,0,79
904,사상,2023-07-26 16:00,30.2,206.5,4.8,0,75
904,사상,2023-07-26 17:00,30,213.3,4.1,0,76
904,사상,2023-07-26 18:00,28.9,211.9,4.8,0,79
904,사상,2023-07-26 19:00,28.2,198.5,3.3,0,82
904,사상,2023-07-26 20:00,27.9,0,0,0,83
904,사상,2023-07-26 21:00,27.6,0,0,0,87
904,사상,2023-07-26 22:00,26.5,0,0,0,93
904,사상,2023-07-26 23:00,26.3,0,0,0,95
904,사상,2023-07-27 00:00,25.9,0,0,0,96
904,사상,2023-07-27 01:00,25.5,0,0,0,97
904,사상,2023-07-27 02:00,25.5,0,0,0,96
904,사상,2023-07-27 03:00,24.9,0,.4,0,98
904,사상,2023-07-27 04:00,24.8,312.4,.9,0,98
904,사상,2023-07-27 05:00,25.3,351,.6,0,98
904,사상,2023-07-27 06:00,25.1,359.2,.7,0,96
904,사상,2023-07-27 07:00,25.9,327.2,1.4,0,94
904,사상,2023-07-27 08:00,26.9,310.6,1.4,0,89
904,사상,2023-07-27 09:00,28.9,282.5,1,0,82
904,사상,2023-07-27 10:00,30.5,285.2,.8,0,67
904,사상,2023-07-27 11:00,32,224.4,1.6,0,61
904,사상,2023-07-27 12:00,31.3,217.9,4.7,0,68
904,사상,2023-07-27 13:00,32.3,218.6,3.6,0,64
904,사상,2023-07-27 14:00,32.4,212.2,4.3,0,64
904,사상,2023-07-27 15:00,31.6,212.1,4.8,0,66
904,사상,2023-07-27 16:00,32,208.1,3.7,0,60
904,사상,2023-07-27 17:00,31.1,209.2,4.1,0,68
904,사상,2023-07-27 18:00,30.1,209.2,3.4,0,73
904,사상,2023-07-27 19:00,28.6,216.3,2.5,0,78
904,사상,2023-07-27 20:00,28.1,198.9,2.6,0,81
904,사상,2023-07-27 21:00,28.1,206.7,1.7,0,80
904,사상,2023-07-27 22:00,27.3,0,0,0,88
904,사상,2023-07-27 23:00,26.3,0,0,0,92
904,사상,2023-07-28 00:00,26.4,0,.3,0,91
904,사상,2023-07-28 01:00,25.7,20.9,1.1,0,93
904,사상,2023-07-28 02:00,25.8,326.1,1.5,0,93
904,사상,2023-07-28 03:00,25.6,318.1,1,0,93
904,사상,2023-07-28 04:00,25.3,334.5,1.4,0,94
904,사상,2023-07-28 05:00,25.2,354.7,.9,0,93
904,사상,2023-07-28 06:00,25.6,331.6,1.2,0,92
904,사상,2023-07-28 07:00,26.7,327.1,1.1,0,88
904,사상,2023-07-28 08:00,27.2,329.2,1.7,0,85
904,사상,2023-07-28 09:00,29.9,329.2,1.6,0,76
904,사상,2023-07-28 10:00,31.1,242.1,1,0,67
904,사상,2023-07-28 11:00,31.9,218.7,2.6,0,66
904,사상,2023-07-28 12:00,32.3,213,3.7,0,62
904,사상,2023-07-28 13:00,32.6,219.5,4.9,0,62
904,사상,2023-07-28 14:00,33,220.4,3.9,0,61
904,사상,2023-07-28 15:00,32.2,209.9,4.8,0,64
904,사상,2023-07-28 16:00,32.2,209,3.5,0,65
904,사상,2023-07-28 17:00,31.4,210,3.8,0,68
904,사상,2023-07-28 18:00,30.8,209.7,3.1,0,70
904,사상,2023-07-28 19:00,29.4,209.2,2.4,0,74
904,사상,2023-07-28 20:00,28.4,196,1.6,0,82
904,사상,2023-07-28 21:00,28.1,214.2,1.3,0,83
904,사상,2023-07-28 22:00,27.3,0,0,0,90
904,사상,2023-07-28 23:00,27.1,0,0,0,90
904,사상,2023-07-29 00:00,26.5,0,0,0,94
904,사상,2023-07-29 01:00,26,0,0,0,95
904,사상,2023-07-29 02:00,25.9,0,.1,0,95
904,사상,2023-07-29 03:00,25.4,331.7,1.1,0,96
904,사상,2023-07-29 04:00,25,0,0,0,97
904,사상,2023-07-29 05:00,24.9,43.6,1.3,0,98
904,사상,2023-07-29 06:00,25,313.8,1.5,0,97
904,사상,2023-07-29 07:00,26.5,334.9,1.2,0,94
904,사상,2023-07-29 08:00,28,332.9,2,0,84
904,사상,2023-07-29 09:00,29.9,317,1.3,0,74
904,사상,2023-07-29 10:00,31.8,251.9,1.4,0,65
904,사상,2023-07-29 11:00,32,213.4,3.3,0,68
904,사상,2023-07-29 12:00,32.6,215.7,3.8,0,64
904,사상,2023-07-29 13:00,32.7,214.1,4.4,0,64
904,사상,2023-07-29 14:00,32.7,215.6,4.7,0,59
904,사상,2023-07-29 15:00,33,214.9,4.9,0,56
904,사상,2023-07-29 16:00,32.6,216.9,4.9,0,57
904,사상,2023-07-29 17:00,32.5,221.2,4.2,0,57
904,사상,2023-07-29 18:00,32.6,127.3,2.5,0,55
904,사상,2023-07-29 19:00,31.2,155.1,2.7,0,66
904,사상,2023-07-29 20:00,30.7,103.2,.9,0,62
904,사상,2023-07-29 21:00,30,122.5,.9,0,66
904,사상,2023-07-29 22:00,30.4,179.6,2.2,0,65
904,사상,2023-07-29 23:00,27.2,332.9,.7,0,83
904,사상,2023-07-30 00:00,26.5,0,.3,0,86
904,사상,2023-07-30 01:00,26.4,0,0,0,86
904,사상,2023-07-30 02:00,26.7,280.8,.6,0,84
904,사상,2023-07-30 03:00,26.2,26.2,2.1,0,86
904,사상,2023-07-30 04:00,25.4,334.9,1.5,0,91
904,사상,2023-07-30 05:00,25.2,3.4,1.6,0,91
904,사상,2023-07-30 06:00,25.2,.2,.6,0,91
904,사상,2023-07-30 07:00,26.7,32.3,2,0,84
904,사상,2023-07-30 08:00,28.7,330.5,1.5,0,78
904,사상,2023-07-30 09:00,30.4,254.9,1,0,68
904,사상,2023-07-30 10:00,29.4,204.4,3.7,0,74
904,사상,2023-07-30 11:00,30.9,224.1,3.4,0,71
904,사상,2023-07-30 12:00,31.8,220.1,4,0,69
904,사상,2023-07-30 13:00,32.5,223.1,4,0,67
904,사상,2023-07-30 14:00,32,213,5.3,0,64
904,사상,2023-07-30 15:00,32,220.5,4.9,0,64
904,사상,2023-07-30 16:00,31.4,210,4.6,0,66
904,사상,2023-07-30 17:00,31.4,207.4,3.5,0,64
904,사상,2023-07-30 18:00,30.8,214.9,3.3,0,63
904,사상,2023-07-30 19:00,29.4,215.2,3.1,0,72
904,사상,2023-07-30 20:00,29.3,195.7,3.1,0,73
904,사상,2023-07-30 21:00,27.8,216.3,2,0,87
904,사상,2023-07-30 22:00,27.3,0,.3,0,89
904,사상,2023-07-30 23:00,26.9,0,0,0,90
904,사상,2023-07-31 00:00,26.1,0,0,0,93
904,사상,2023-07-31 01:00,25.6,336.9,.5,0,92
904,사상,2023-07-31 02:00,25.3,9.1,1.6,0,93
904,사상,2023-07-31 03:00,25,340.5,.8,0,93
904,사상,2023-07-31 04:00,24.7,341.5,.6,0,94
904,사상,2023-07-31 05:00,24.5,330.4,.7,0,92
904,사상,2023-07-31 06:00,24.5,0,.4,0,92
904,사상,2023-07-31 07:00,25.9,334.4,1.4,0,86
904,사상,2023-07-31 08:00,28.4,327.6,1.2,0,75
904,사상,2023-07-31 09:00,29.7,308.7,1.3,0,66
904,사상,2023-07-31 10:00,31.2,6.3,1.9,0,60
904,사상,2023-07-31 11:00,32.1,282.1,1.6,0,57
904,사상,2023-07-31 12:00,33.8,356.6,1,0,55
904,사상,2023-07-31 13:00,34.1,278.1,2,0,49
904,사상,2023-07-31 14:00,33.7,207.6,4.4,0,57
904,사상,2023-07-31 15:00,32.6,132.2,4,0,61
904,사상,2023-07-31 16:00,32,128.9,3.3,0,64
904,사상,2023-07-31 17:00,32,146.8,2.7,0,64
904,사상,2023-07-31 18:00,31.4,148.9,2.1,0,59
904,사상,2023-07-31 19:00,31.1,106,1.5,0,55
904,사상,2023-07-31 20:00,30.3,131.5,1.8,0,62
904,사상,2023-07-31 21:00,29.8,0,.2,0,62
904,사상,2023-07-31 22:00,29.5,134.8,.5,0,65
904,사상,2023-07-31 23:00,27,347.3,1.7,0,82
904,사상,2023-08-01 00:00,27.1,32.5,2.1,0,80
904,사상,2023-08-01 01:00,26.9,35.1,2.2,0,80
904,사상,2023-08-01 02:00,26.1,313.4,1.9,0,85
904,사상,2023-08-01 03:00,26.2,37.2,2.7,0,84
904,사상,2023-08-01 04:00,25.8,36.8,2.2,0,85
904,사상,2023-08-01 05:00,25.6,25.7,2.3,0,85
904,사상,2023-08-01 06:00,24.8,326.7,1.9,0,89
904,사상,2023-08-01 07:00,26.5,320.4,1.4,0,84
904,사상,2023-08-01 08:00,28.7,322.4,1.6,0,77
904,사상,2023-08-01 09:00,30.7,36.4,1.5,0,66
904,사상,2023-08-01 10:00,32.8,137.3,1.3,0,58
904,사상,2023-08-01 11:00,32.8,68.3,2.5,0,57
904,사상,2023-08-01 12:00,33.3,111.9,2.7,0,52
904,사상,2023-08-01 13:00,33.8,134.8,2.1,0,45
904,사상,2023-08-01 14:00,33,104.8,3.3,0,50
904,사상,2023-08-01 15:00,33.6,119.5,2.2,0,48
904,사상,2023-08-01 16:00,33.2,143.8,2.8,0,49
904,사상,2023-08-01 17:00,33.1,146.6,2.2,0,49
904,사상,2023-08-01 18:00,33.2,130.2,1.4,0,50
904,사상,2023-08-01 19:00,31.7,76.1,1.5,0,55
904,사상,2023-08-01 20:00,30.5,54.7,1,0,59
904,사상,2023-08-01 21:00,30.1,44.7,2.1,0,59
904,사상,2023-08-01 22:00,29.5,45.5,1.3,0,62
904,사상,2023-08-01 23:00,27,0,0,0,78
904,사상,2023-08-02 00:00,26.2,0,.4,0,82
904,사상,2023-08-02 01:00,25.9,314,.7,0,84
904,사상,2023-08-02 02:00,26.4,24,2.1,0,79
904,사상,2023-08-02 03:00,25.5,326,1.5,0,83
904,사상,2023-08-02 04:00,25,322.4,1.6,0,85
904,사상,2023-08-02 05:00,24.4,314.9,1.2,0,89
904,사상,2023-08-02 06:00,24.8,322.9,1.8,0,86
