지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
950,사하,2023-04-18 12:00,16.4,227.7,3.4,0,92
950,사하,2023-04-18 13:00,17.6,207.4,6.1,0,92
950,사하,2023-04-18 14:00,18.1,209.9,7,0,86
950,사하,2023-04-18 15:00,18.3,228.1,5.1,0,85
950,사하,2023-04-18 16:00,18.4,232.3,3.1,0,83
950,사하,2023-04-18 17:00,17.9,165.9,1.6,0,88
950,사하,2023-04-18 18:00,17.6,272.3,2.2,0,91
950,사하,2023-04-18 19:00,17.8,234.2,2,0,91
950,사하,2023-04-18 20:00,16.9,253.7,1.1,0,93
950,사하,2023-04-18 21:00,16.9,0,.3,0,94
950,사하,2023-04-18 22:00,16.8,180.1,.8,0,94
950,사하,2023-04-18 23:00,16.4,234,.6,0,95
950,사하,2023-04-19 00:00,16.1,308.3,1.3,0,96
950,사하,2023-04-19 01:00,16.3,282.8,1,0,96
950,사하,2023-04-19 02:00,16.8,273.4,1.6,0,92
950,사하,2023-04-19 03:00,16.8,286.9,1.1,0,91
950,사하,2023-04-19 04:00,17,249.7,.5,0,89
950,사하,2023-04-19 05:00,16.8,251,.6,0,91
950,사하,2023-04-19 06:00,16.8,114.8,.9,0,91
950,사하,2023-04-19 07:00,16.7,112.4,2.1,0,92
950,사하,2023-04-19 08:00,16.6,127.8,2.4,0,93
950,사하,2023-04-19 09:00,16.5,103.2,2,0,95
950,사하,2023-04-19 10:00,16.2,75.2,6.5,0,94
950,사하,2023-04-19 11:00,16.2,80.8,6.4,0,88
950,사하,2023-04-19 12:00,16.1,74.5,7.5,0,86
950,사하,2023-04-19 13:00,15.8,92.5,6.3,0,89
950,사하,2023-04-19 14:00,16.1,83.9,5.2,.5,87
950,사하,2023-04-19 15:00,17,68.9,2.5,0,79
950,사하,2023-04-19 16:00,18,63.1,2.5,0,76
950,사하,2023-04-19 17:00,17.6,81.4,3,0,76
950,사하,2023-04-19 18:00,15.9,83.6,5.8,0,87
950,사하,2023-04-19 19:00,16,43.8,1.4,0,88
950,사하,2023-04-19 20:00,16,264.9,1.5,0,87
950,사하,2023-04-19 21:00,15.7,271.1,1.4,0,88
950,사하,2023-04-19 22:00,14.9,280.7,1.9,0,94
950,사하,2023-04-19 23:00,15.2,147.9,1.4,0,94
950,사하,2023-04-20 00:00,14.9,137.2,1.2,0,94
950,사하,2023-04-20 01:00,15.1,311.6,1.1,0,93
950,사하,2023-04-20 02:00,15.1,280.6,.8,0,95
950,사하,2023-04-20 03:00,15.8,290.8,1.3,0,94
950,사하,2023-04-20 04:00,15.8,238.8,.7,0,93
950,사하,2023-04-20 05:00,15.7,297.1,2.8,0,92
950,사하,2023-04-20 06:00,16.3,320.5,3,0,87
950,사하,2023-04-20 07:00,16.7,317.7,3.8,0,89
950,사하,2023-04-20 08:00,18.1,306.4,2.9,0,81
950,사하,2023-04-20 09:00,19,312.7,3,0,78
950,사하,2023-04-20 10:00,22.3,301.8,1.8,0,67
950,사하,2023-04-20 11:00,23.3,276.8,2,0,62
950,사하,2023-04-20 12:00,24.3,235.1,2.2,0,51
950,사하,2023-04-20 13:00,22.8,161.7,1.7,0,62
950,사하,2023-04-20 14:00,21.6,136,2.1,0,61
950,사하,2023-04-20 15:00,21.7,145.5,2.2,0,60
950,사하,2023-04-20 16:00,20.5,137.4,2.2,0,61
950,사하,2023-04-20 17:00,20,139.4,2.1,0,64
950,사하,2023-04-20 18:00,19.8,222.4,1.5,0,63
950,사하,2023-04-20 19:00,18.8,208.6,1.6,0,64
950,사하,2023-04-20 20:00,19,146.3,1.5,0,64
950,사하,2023-04-20 21:00,19.6,300.9,1.5,0,63
950,사하,2023-04-20 22:00,19.3,293.2,1.9,0,63
950,사하,2023-04-20 23:00,19.2,305,1.8,0,63
950,사하,2023-04-21 00:00,18.6,284.1,1.6,0,67
950,사하,2023-04-21 01:00,18,285.3,1.6,0,75
950,사하,2023-04-21 02:00,20.1,76.3,.8,0,64
950,사하,2023-04-21 03:00,19.2,52.4,1.2,0,68
950,사하,2023-04-21 04:00,19.7,81,2.6,0,68
950,사하,2023-04-21 05:00,19.3,76.6,3.1,0,67
950,사하,2023-04-21 06:00,18.7,67.3,3.6,0,66
950,사하,2023-04-21 07:00,18.1,49.1,5,0,56
950,사하,2023-04-21 08:00,18.3,49.4,6.3,0,43
950,사하,2023-04-21 09:00,18.3,53.6,4.5,0,38
950,사하,2023-04-21 10:00,19,73.6,4.9,0,44
950,사하,2023-04-21 11:00,19.1,59.5,4.6,0,52
950,사하,2023-04-21 12:00,18.7,79.1,6.4,0,50
950,사하,2023-04-21 13:00,17.4,84.8,6.8,0,51
950,사하,2023-04-21 14:00,17.2,88.3,8.2,0,49
950,사하,2023-04-21 15:00,16.5,83.4,6.9,0,50
950,사하,2023-04-21 16:00,15.3,88.9,8.4,0,48
950,사하,2023-04-21 17:00,14.4,86.3,10.2,0,46
950,사하,2023-04-21 18:00,13.9,92,9.6,0,48
950,사하,2023-04-21 19:00,13,96.3,8.6,0,52
950,사하,2023-04-21 20:00,12.8,89.7,8.7,0,46
950,사하,2023-04-21 21:00,12.8,86.3,8.3,0,44
950,사하,2023-04-21 22:00,12.7,80.1,4.8,0,48
950,사하,2023-04-21 23:00,13,80.7,4.1,0,48
950,사하,2023-04-22 00:00,13,81.4,3.7,0,47
950,사하,2023-04-22 01:00,12.5,59.1,4.6,0,51
950,사하,2023-04-22 02:00,12.2,60.3,3.7,0,54
950,사하,2023-04-22 03:00,11.9,65.5,3.5,0,54
950,사하,2023-04-22 04:00,12,68.5,3,0,51
950,사하,2023-04-22 05:00,11.8,64,3.2,0,50
950,사하,2023-04-22 06:00,11.8,55.3,4.5,0,49
950,사하,2023-04-22 07:00,12.3,79.6,3,0,50
950,사하,2023-04-22 08:00,13.5,81.8,3.9,0,46
950,사하,2023-04-22 09:00,14.1,85.1,5.5,0,43
950,사하,2023-04-22 10:00,14.9,97.8,5.9,0,42
950,사하,2023-04-22 11:00,14.7,85.2,7.1,0,37
950,사하,2023-04-22 12:00,15.7,87,6.3,0,36
950,사하,2023-04-22 13:00,15.5,85.7,5.6,0,33
950,사하,2023-04-22 14:00,15.1,90,7.2,0,35
950,사하,2023-04-22 15:00,14.9,92.3,7.5,0,40
950,사하,2023-04-22 16:00,14,87.3,7.9,0,40
950,사하,2023-04-22 17:00,13.7,81.2,6.8,0,45
950,사하,2023-04-22 18:00,13.1,72.9,5.2,0,48
950,사하,2023-04-22 19:00,12.6,73.5,5,0,50
950,사하,2023-04-22 20:00,12.2,68.1,4.3,0,54
950,사하,2023-04-22 21:00,11.9,65.4,4.2,0,56
950,사하,2023-04-22 22:00,11.5,79.5,4.8,0,63
950,사하,2023-04-22 23:00,11.6,71.8,4.4,0,63
950,사하,2023-04-23 00:00,11,69.6,2.9,0,64
950,사하,2023-04-23 01:00,11.4,65.5,3.9,0,63
950,사하,2023-04-23 02:00,10.9,71.1,2.5,0,64
950,사하,2023-04-23 03:00,10.9,71.9,2.7,0,63
950,사하,2023-04-23 04:00,10.7,43.2,3.3,0,62
950,사하,2023-04-23 05:00,10.6,77.1,3.1,0,62
950,사하,2023-04-23 06:00,10.6,64.6,3.1,0,58
950,사하,2023-04-23 07:00,11.6,67.2,2.9,0,55
950,사하,2023-04-23 08:00,13.2,83.3,3,0,47
950,사하,2023-04-23 09:00,14.3,78.7,5,0,44
950,사하,2023-04-23 10:00,14.8,106.8,3.9,0,44
950,사하,2023-04-23 11:00,15,116.5,3.5,0,47
950,사하,2023-04-23 12:00,16.1,128.9,5.3,0,46
950,사하,2023-04-23 13:00,14.5,109.9,5.5,0,45
950,사하,2023-04-23 14:00,14.8,96.1,6.2,0,46
950,사하,2023-04-23 15:00,13.5,103.4,4.5,0,49
950,사하,2023-04-23 16:00,13,59.5,3.4,0,51
950,사하,2023-04-23 17:00,12.8,71.8,4,0,53
950,사하,2023-04-23 18:00,12.7,85,3,0,56
950,사하,2023-04-23 19:00,12.4,73.7,4.1,0,57
950,사하,2023-04-23 20:00,12.3,87.4,3.3,0,57
950,사하,2023-04-23 21:00,12.1,57.9,3.3,0,58
950,사하,2023-04-23 22:00,11.9,64.1,3.1,0,60
950,사하,2023-04-23 23:00,11.9,84.5,4.2,0,63
950,사하,2023-04-24 00:00,11.7,84.2,3,0,64
950,사하,2023-04-24 01:00,11.8,59.5,2,0,65
950,사하,2023-04-24 02:00,11.8,77.8,2.6,0,66
950,사하,2023-04-24 03:00,11.8,92.3,3.8,0,67
950,사하,2023-04-24 04:00,12.1,51.7,2.2,0,65
950,사하,2023-04-24 05:00,12,76.8,2.6,0,65
950,사하,2023-04-24 06:00,12.1,89.8,2.2,0,64
950,사하,2023-04-24 07:00,12.4,98.4,2.9,0,62
950,사하,2023-04-24 08:00,12.8,85.2,4.5,0,59
950,사하,2023-04-24 09:00,13.4,101.8,3.7,0,60
950,사하,2023-04-24 10:00,13.5,90.6,8.5,0,59
950,사하,2023-04-24 11:00,14,86.4,8,0,53
950,사하,2023-04-24 12:00,13.3,85.1,7.2,0,54
950,사하,2023-04-24 13:00,13.2,83.9,6.8,0,57
950,사하,2023-04-24 14:00,13.7,86,5.4,0,55
950,사하,2023-04-24 15:00,13.5,97.6,6.2,0,54
950,사하,2023-04-24 16:00,12.9,82.4,6,0,55
950,사하,2023-04-24 17:00,13.1,95.7,5.2,0,54
950,사하,2023-04-24 18:00,12.8,85.2,4.9,0,57
950,사하,2023-04-24 19:00,12.2,80.4,6.2,0,57
950,사하,2023-04-24 20:00,12.1,75.4,5.5,0,57
950,사하,2023-04-24 21:00,12.2,92.9,4.9,0,56
950,사하,2023-04-24 22:00,12.2,78.5,3.5,0,57
950,사하,2023-04-24 23:00,12,68.1,2.3,0,60
950,사하,2023-04-25 00:00,12,50.9,2.4,0,61
950,사하,2023-04-25 01:00,11.8,59,2.9,0,63
950,사하,2023-04-25 02:00,11.8,86,2.8,0,64
950,사하,2023-04-25 03:00,11.8,82.5,3.4,0,65
950,사하,2023-04-25 04:00,12,64.7,3.5,0,65
950,사하,2023-04-25 05:00,11.9,80.7,3.2,0,68
950,사하,2023-04-25 06:00,11,83.3,3.4,0,80
950,사하,2023-04-25 07:00,10.7,71,3.1,0,81
950,사하,2023-04-25 08:00,10.3,96.3,3.4,.5,83
950,사하,2023-04-25 09:00,10.7,118.8,1.8,.5,83
950,사하,2023-04-25 10:00,10.2,124.8,4.5,1,90
950,사하,2023-04-25 11:00,10.4,103.6,2.2,1.5,90
950,사하,2023-04-25 12:00,10.1,80.3,2,1,86
950,사하,2023-04-25 13:00,10,87.3,.8,1,88
950,사하,2023-04-25 14:00,9.4,89.2,2.3,1,90
950,사하,2023-04-25 15:00,9.2,78.2,2.6,1,91
950,사하,2023-04-25 16:00,9.3,7,1,1,92
950,사하,2023-04-25 17:00,9.1,352.1,1.4,.5,92
950,사하,2023-04-25 18:00,9,322.1,1.3,1.5,95
950,사하,2023-04-25 19:00,8.8,321.1,2,2,96
950,사하,2023-04-25 20:00,8.7,317.2,1.7,2.5,96
950,사하,2023-04-25 21:00,8.9,326.9,2.9,1,96
950,사하,2023-04-25 22:00,8.8,331.9,3.5,.5,96
950,사하,2023-04-25 23:00,8.8,316.4,3.2,0,96
950,사하,2023-04-26 00:00,8.7,301.4,2.3,0,96
950,사하,2023-04-26 01:00,8.7,309.7,2.7,0,96
950,사하,2023-04-26 02:00,8.4,310.4,3,0,95
950,사하,2023-04-26 03:00,8.3,321.8,4.5,0,92
950,사하,2023-04-26 04:00,7.9,305.2,2.7,0,91
950,사하,2023-04-26 05:00,7.8,308.6,3.8,0,92
950,사하,2023-04-26 06:00,7.7,304.3,4.6,0,90
950,사하,2023-04-26 07:00,8.1,309.3,3.3,0,87
950,사하,2023-04-26 08:00,9.2,312.7,3.7,0,77
950,사하,2023-04-26 09:00,10.7,320.6,4.7,0,70
950,사하,2023-04-26 10:00,13.2,306.8,2.6,0,63
950,사하,2023-04-26 11:00,15.6,253.2,2.1,0,58
950,사하,2023-04-26 12:00,15.9,250.1,2.6,,51
950,사하,2023-04-26 13:00,17.1,245.9,3.1,,50
950,사하,2023-04-26 14:00,17.4,263.4,2.8,,53
950,사하,2023-04-26 15:00,17.6,252.8,3.2,,51
950,사하,2023-04-26 16:00,17.6,287.4,2.5,,47
950,사하,2023-04-26 17:00,17.8,35.2,1.3,,45
950,사하,2023-04-26 18:00,17.2,265.9,1.7,,46
950,사하,2023-04-26 19:00,16.1,328.9,2.3,,36
950,사하,2023-04-26 20:00,15.4,322.8,2.1,,37
950,사하,2023-04-26 21:00,14.6,333.9,3.7,,40
950,사하,2023-04-26 22:00,13.6,332.9,2.4,,47
950,사하,2023-04-26 23:00,12.5,326.4,3,,52
950,사하,2023-04-27 00:00,11.7,354,1.8,,55
950,사하,2023-04-27 01:00,11,328.3,2.7,0,60
950,사하,2023-04-27 02:00,10.2,283,2.2,0,65
950,사하,2023-04-27 03:00,10.3,327,2.6,0,64
950,사하,2023-04-27 04:00,10.3,299,1.5,0,68
950,사하,2023-04-27 05:00,9.4,326.1,1.9,0,74
950,사하,2023-04-27 06:00,9.4,282.2,1.4,0,75
950,사하,2023-04-27 07:00,10.2,256.6,1.1,0,73
950,사하,2023-04-27 08:00,13.3,249.9,.8,0,69
950,사하,2023-04-27 09:00,15.6,91.4,4,0,64
950,사하,2023-04-27 10:00,15.9,122.5,3.9,0,62
950,사하,2023-04-27 11:00,17.2,129.2,4.6,0,61
950,사하,2023-04-27 12:00,16.8,135.9,6,0,62
950,사하,2023-04-27 13:00,17.4,147.3,3.3,0,60
950,사하,2023-04-27 14:00,18,132.3,4,0,60
950,사하,2023-04-27 15:00,17.9,150.2,2.8,0,60
950,사하,2023-04-27 16:00,18,187.2,2,0,58
950,사하,2023-04-27 17:00,16.7,213.6,3.5,0,62
950,사하,2023-04-27 18:00,16,210.4,2.9,0,66
950,사하,2023-04-27 19:00,14.8,212.1,3.2,0,63
950,사하,2023-04-27 20:00,14.5,218.2,2.9,0,50
950,사하,2023-04-27 21:00,14.1,218.1,2.2,0,48
950,사하,2023-04-27 22:00,13.9,243.1,1.6,0,49
950,사하,2023-04-27 23:00,13,268.1,1.1,0,71
950,사하,2023-04-28 00:00,12.7,215.8,1.9,0,80
950,사하,2023-04-28 01:00,12.1,252.8,1.6,0,81
950,사하,2023-04-28 02:00,12,253.8,1.3,0,80
950,사하,2023-04-28 03:00,11.6,277.7,.9,0,79
950,사하,2023-04-28 04:00,11.2,284.3,1,0,81
950,사하,2023-04-28 05:00,11.4,294.6,.7,0,82
950,사하,2023-04-28 06:00,11.5,306.3,1.2,0,84
950,사하,2023-04-28 07:00,13.2,308.3,2,0,79
950,사하,2023-04-28 08:00,14.6,298.2,1.3,0,77
950,사하,2023-04-28 09:00,16.5,270.1,1.5,0,71
950,사하,2023-04-28 10:00,17.7,220.6,3.1,0,69
950,사하,2023-04-28 11:00,18,213,3.6,0,68
950,사하,2023-04-28 12:00,18.6,211.8,3.4,0,65
950,사하,2023-04-28 13:00,19.2,238.4,3.8,0,60
950,사하,2023-04-28 14:00,19.2,206.9,3.8,0,60
950,사하,2023-04-28 15:00,18.5,207.3,5.2,0,64
950,사하,2023-04-28 16:00,18.2,205.9,5.7,0,66
950,사하,2023-04-28 17:00,17.6,216.3,4.5,0,73
950,사하,2023-04-28 18:00,17.3,207.9,4.7,0,76
950,사하,2023-04-28 19:00,17,222.3,3.6,0,77
950,사하,2023-04-28 20:00,17,201.5,1.6,0,80
950,사하,2023-04-28 21:00,16.8,230.1,1,0,82
950,사하,2023-04-28 22:00,17,240.3,2.3,0,84
950,사하,2023-04-28 23:00,17.2,224.6,2,0,84
950,사하,2023-04-29 00:00,16.8,222.3,2.2,0,89
950,사하,2023-04-29 01:00,16.4,199.3,3.3,.5,92
950,사하,2023-04-29 02:00,16.1,197.7,3.4,1,95
950,사하,2023-04-29 03:00,16,203.1,4.6,1,96
950,사하,2023-04-29 04:00,15.8,195.8,3,0,96
950,사하,2023-04-29 05:00,15.9,192.8,3.4,2,97
950,사하,2023-04-29 06:00,15.4,194.6,4.2,1.5,97
950,사하,2023-04-29 07:00,15.5,191.2,6.1,.5,98
950,사하,2023-04-29 08:00,15.4,199.9,5.2,0,98
950,사하,2023-04-29 09:00,15.7,207.6,6.6,0,98
950,사하,2023-04-29 10:00,15.9,210.3,4.3,0,98
950,사하,2023-04-29 11:00,16.8,212.2,3.8,0,98
950,사하,2023-04-29 12:00,17.9,226.3,1.8,0,98
950,사하,2023-04-29 13:00,18.3,216.1,2.5,0,93
950,사하,2023-04-29 14:00,17.2,224.1,2.9,1,96
950,사하,2023-04-29 15:00,16.8,241.7,2.4,2,96
950,사하,2023-04-29 16:00,16,290.9,1.7,2,96
950,사하,2023-04-29 17:00,15.9,314.1,1.3,.5,96
950,사하,2023-04-29 18:00,15.9,244,2,1.5,97
950,사하,2023-04-29 19:00,14.7,318.4,1.9,.5,93
950,사하,2023-04-29 20:00,14.4,258.5,1.9,0,93
950,사하,2023-04-29 21:00,14.3,290.3,1.9,0,93
950,사하,2023-04-29 22:00,13.8,302.5,2.9,0,72
950,사하,2023-04-29 23:00,12.6,308.3,5.1,,71
950,사하,2023-04-30 00:00,11.7,309.7,4.6,,66
950,사하,2023-04-30 01:00,11.6,303.7,3.1,0,66
950,사하,2023-04-30 02:00,11.2,305,3.2,0,67
950,사하,2023-04-30 03:00,10.4,289.1,2.5,0,71
950,사하,2023-04-30 04:00,9.9,311.2,4.6,0,71
950,사하,2023-04-30 05:00,9.5,309.9,3.4,0,72
950,사하,2023-04-30 06:00,9.3,308.6,3.1,0,71
950,사하,2023-04-30 07:00,10.2,301.4,2.4,0,66
950,사하,2023-04-30 08:00,11.8,311.5,3.1,0,55
950,사하,2023-04-30 09:00,13.7,320.4,3.2,0,50
950,사하,2023-04-30 10:00,15.7,298.9,2.2,0,43
950,사하,2023-04-30 11:00,17.1,232.4,1.5,0,45
950,사하,2023-04-30 12:00,17.5,226.9,2.6,0,45
950,사하,2023-04-30 13:00,16.7,215.1,4,0,52
950,사하,2023-04-30 14:00,17.1,208,4.8,0,52
950,사하,2023-04-30 15:00,17.1,205.9,5.4,0,42
950,사하,2023-04-30 16:00,17.5,211.9,3.2,0,49
950,사하,2023-04-30 17:00,16.7,193.8,3,0,56
950,사하,2023-04-30 18:00,16.3,214.8,3,0,57
950,사하,2023-04-30 19:00,15.5,228.8,2,0,61
950,사하,2023-04-30 20:00,15,277,1.2,0,63
950,사하,2023-04-30 21:00,14.9,283,1.9,0,63
950,사하,2023-04-30 22:00,15,285.3,2.5,0,64
950,사하,2023-04-30 23:00,13.9,282.3,1.6,0,68
950,사하,2023-05-01 00:00,13.8,295.6,1.6,0,67
950,사하,2023-05-01 01:00,13.7,274.3,1.5,0,63
950,사하,2023-05-01 02:00,13.7,253.1,1.5,0,58
950,사하,2023-05-01 03:00,12.8,279.3,1.4,0,63
950,사하,2023-05-01 04:00,12.9,260,1.7,0,58
950,사하,2023-05-01 05:00,12.5,286,1.9,0,61
950,사하,2023-05-01 06:00,12.2,294,1.7,0,57
950,사하,2023-05-01 07:00,13.2,309,1.9,0,53
950,사하,2023-05-01 08:00,13.8,320.1,3.2,0,54
950,사하,2023-05-01 09:00,15.6,318,2.2,0,49
950,사하,2023-05-01 10:00,16.8,316.5,2.8,0,41
950,사하,2023-05-01 11:00,17.8,312.7,3.4,0,34
950,사하,2023-05-01 12:00,20.1,301.7,2.5,0,29
950,사하,2023-05-01 13:00,20.5,307,2.6,0,30
950,사하,2023-05-01 14:00,21.1,230.2,2.1,0,28
950,사하,2023-05-01 15:00,17.6,203.3,4.2,0,42
950,사하,2023-05-01 16:00,17.4,206.2,2.9,0,48
950,사하,2023-05-01 17:00,16.6,199.9,3.8,0,48
950,사하,2023-05-01 18:00,15.2,148.3,2.1,0,60
950,사하,2023-05-01 19:00,14.3,145.1,1.4,0,68
950,사하,2023-05-01 20:00,14.7,329.2,.7,0,59
950,사하,2023-05-01 21:00,15.1,322.6,1,0,58
950,사하,2023-05-01 22:00,14.9,312.4,1.1,0,61
950,사하,2023-05-01 23:00,15.2,31,2.6,0,44
950,사하,2023-05-02 00:00,14.4,340.6,1.3,0,51
950,사하,2023-05-02 01:00,14.9,78.6,1,0,42
950,사하,2023-05-02 02:00,13,121.9,1.1,0,60
950,사하,2023-05-02 03:00,12.6,0,.4,0,66
950,사하,2023-05-02 04:00,12.9,281.7,1,0,68
950,사하,2023-05-02 05:00,12.7,314.3,1.6,0,59
950,사하,2023-05-02 06:00,13.2,41,.9,0,56
950,사하,2023-05-02 07:00,12.6,311.7,1.2,0,68
950,사하,2023-05-02 08:00,15.9,107.3,1.1,0,54
950,사하,2023-05-02 09:00,17.7,134.7,1.8,0,51
950,사하,2023-05-02 10:00,18.3,122.1,3.3,0,53
950,사하,2023-05-02 11:00,19,133.7,3,0,45
950,사하,2023-05-02 12:00,20,133.5,3.1,0,34
950,사하,2023-05-02 13:00,19.7,126.3,4.3,0,33
950,사하,2023-05-02 14:00,19.6,131.8,4.1,0,31
950,사하,2023-05-02 15:00,17.9,134.7,4.3,0,48
950,사하,2023-05-02 16:00,17.9,148.7,3.5,0,53
950,사하,2023-05-02 17:00,16.9,133.6,3.7,0,64
950,사하,2023-05-02 18:00,16.3,132.6,3.3,0,68
950,사하,2023-05-02 19:00,15.7,133.1,3.9,0,71
950,사하,2023-05-02 20:00,15.3,116.6,3.9,0,69
950,사하,2023-05-02 21:00,15.2,109,4.5,0,72
950,사하,2023-05-02 22:00,14.3,86,2.9,0,71
950,사하,2023-05-02 23:00,14.3,47.9,1.6,0,70
950,사하,2023-05-03 00:00,14.7,101.8,1.2,0,73
950,사하,2023-05-03 01:00,14.2,133.9,1.7,0,74
950,사하,2023-05-03 02:00,14,108.7,1.9,0,84
950,사하,2023-05-03 03:00,13.9,48.4,.6,0,83
950,사하,2023-05-03 04:00,14.1,330.9,1.7,0,72
950,사하,2023-05-03 05:00,14,10.8,1.2,0,70
950,사하,2023-05-03 06:00,14.1,50.3,1.2,0,65
950,사하,2023-05-03 07:00,14.8,0,.2,0,67
950,사하,2023-05-03 08:00,16,238,1.3,0,71
950,사하,2023-05-03 09:00,17.5,283,1,0,63
950,사하,2023-05-03 10:00,19,210.8,2.4,0,51
950,사하,2023-05-03 11:00,20,212.4,1.8,0,56
950,사하,2023-05-03 12:00,19.6,191.9,2.3,0,63
950,사하,2023-05-03 13:00,19,219.2,3.3,0,59
950,사하,2023-05-03 14:00,20,249,3.6,0,48
950,사하,2023-05-03 15:00,18.3,235.9,3.8,0,54
950,사하,2023-05-03 16:00,18,219.8,3.4,0,51
950,사하,2023-05-03 17:00,17.6,231.2,2.5,0,55
950,사하,2023-05-03 18:00,17.4,240.1,1.6,0,56
950,사하,2023-05-03 19:00,17.1,225.5,2.8,0,64
950,사하,2023-05-03 20:00,16.3,239.1,1.3,0,75
950,사하,2023-05-03 21:00,16.4,245.7,1.2,0,73
950,사하,2023-05-03 22:00,16.5,17.8,.7,0,74
950,사하,2023-05-03 23:00,16.5,291.5,1.6,0,76
950,사하,2023-05-04 00:00,16.3,234.7,1.5,0,80
950,사하,2023-05-04 01:00,16.2,279.2,1.1,0,81
950,사하,2023-05-04 02:00,15.9,356.4,1,0,83
950,사하,2023-05-04 03:00,15.9,311.3,1.6,0,84
950,사하,2023-05-04 04:00,15.9,316.1,1.2,0,82
950,사하,2023-05-04 05:00,16.1,268.6,1.1,0,81
950,사하,2023-05-04 06:00,16.3,215.3,1.6,0,75
950,사하,2023-05-04 07:00,16.7,212.9,2.8,0,75
950,사하,2023-05-04 08:00,16.4,122.6,3.4,0,79
950,사하,2023-05-04 09:00,17,114.3,4.3,0,80
950,사하,2023-05-04 10:00,17.8,125.5,3.4,0,75
950,사하,2023-05-04 11:00,19.3,125.1,3.4,0,66
950,사하,2023-05-04 12:00,18.7,132.9,3.7,0,64
950,사하,2023-05-04 13:00,18.4,175.8,2.9,0,65
950,사하,2023-05-04 14:00,18.1,205.5,3.7,0,70
950,사하,2023-05-04 15:00,18,204.6,3.2,0,70
950,사하,2023-05-04 16:00,16.8,200.8,3.1,0,76
950,사하,2023-05-04 17:00,16.2,210.5,3.5,0,84
950,사하,2023-05-04 18:00,15.4,199.4,3.2,0,93
950,사하,2023-05-04 19:00,15.4,110.1,3.5,0,96
950,사하,2023-05-04 20:00,15.6,188.3,2.6,.5,96
950,사하,2023-05-04 21:00,15.8,200.9,2.6,.5,96
950,사하,2023-05-04 22:00,16.1,206.1,2.7,.5,96
950,사하,2023-05-04 23:00,16.2,201.7,3.4,0,96
950,사하,2023-05-05 00:00,16.2,182.2,2.5,1,97
950,사하,2023-05-05 01:00,16.2,169.2,2.5,3.5,97
950,사하,2023-05-05 02:00,16,196.5,4.2,7,97
950,사하,2023-05-05 03:00,15.9,131,4.4,8.5,98
950,사하,2023-05-05 04:00,15.9,122.7,6,3.5,98
950,사하,2023-05-05 05:00,16.3,124.5,7,1.5,94
950,사하,2023-05-05 06:00,16.1,110.2,3.1,15.5,97
950,사하,2023-05-05 07:00,16.1,124.3,3.4,7,97
950,사하,2023-05-05 08:00,16.3,134.3,5.4,1.5,97
950,사하,2023-05-05 09:00,16.9,168.1,5.7,1.5,94
950,사하,2023-05-05 10:00,17.2,197.5,5.5,1,93
950,사하,2023-05-05 11:00,17.1,186,5.8,.5,91
950,사하,2023-05-05 12:00,17.4,205,8,0,90
950,사하,2023-05-05 13:00,17,200.6,6.2,1.5,94
950,사하,2023-05-05 14:00,17,220.3,2.8,1,94
950,사하,2023-05-05 15:00,17.6,203.9,7.1,0,90
950,사하,2023-05-05 16:00,17.3,181.6,5.5,.5,92
950,사하,2023-05-05 17:00,17.5,205.4,3.1,0,91
950,사하,2023-05-05 18:00,17.4,174.6,3.7,1,91
950,사하,2023-05-05 19:00,16.9,278.5,2.3,.5,93
950,사하,2023-05-05 20:00,17.4,209.6,6.3,0,91
950,사하,2023-05-05 21:00,17.6,162.2,5.2,0,93
950,사하,2023-05-05 22:00,17.5,239.3,2,0,94
950,사하,2023-05-05 23:00,17.9,179.1,8,0,94
950,사하,2023-05-06 00:00,18,165.3,6.6,0,93
950,사하,2023-05-06 01:00,17.8,174.7,6.7,2,95
950,사하,2023-05-06 02:00,17,230.9,4.7,22,97
950,사하,2023-05-06 03:00,18.2,210.4,7.6,14.5,97
950,사하,2023-05-06 04:00,18,206.9,6.3,11.5,97
950,사하,2023-05-06 05:00,17.3,214.5,5.4,5,97
950,사하,2023-05-06 06:00,17.1,168.1,3.2,6,98
950,사하,2023-05-06 07:00,17.9,214.5,2.8,24.5,98
950,사하,2023-05-06 08:00,15.6,87.5,6.9,4.5,98
950,사하,2023-05-06 09:00,14.2,86.2,7,1,97
950,사하,2023-05-06 10:00,13.5,100.7,5.9,2,97
950,사하,2023-05-06 11:00,13.2,83.8,6.5,2.5,93
950,사하,2023-05-06 12:00,13.2,87.6,4.9,1,92
950,사하,2023-05-06 13:00,13.1,37.3,4.2,1.5,93
950,사하,2023-05-06 14:00,13,39.1,3.5,3,93
950,사하,2023-05-06 15:00,13.2,37.4,4.1,1,90
950,사하,2023-05-06 16:00,13.2,39,4.4,0,88
950,사하,2023-05-06 17:00,13.3,26.5,4.8,0,85
950,사하,2023-05-06 18:00,13,50.2,3.4,0,85
950,사하,2023-05-06 19:00,12.7,44.8,4.1,0,86
950,사하,2023-05-06 20:00,12.7,54.9,3.4,0,82
950,사하,2023-05-06 21:00,12.2,43.8,5.7,0,82
950,사하,2023-05-06 22:00,12,48.5,4.8,0,81
950,사하,2023-05-06 23:00,12,47.6,4.9,0,81
950,사하,2023-05-07 00:00,12,41.7,5.3,0,82
