지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
904,2022-03-21 01:00,5.0,214.4,0.5,0.0,76.9
904,2022-03-21 02:00,5.1,11.0,0.6,0.0,80.8
904,2022-03-21 03:00,3.8,326.4,1.9,0.0,88.1
904,2022-03-21 04:00,4.6,303.5,2.3,0.0,83.0
904,2022-03-21 05:00,3.7,295.0,1.6,0.0,85.0
904,2022-03-21 06:00,4.4,327.2,2.5,0.0,77.1
904,2022-03-21 07:00,4.2,307.2,2.0,0.0,76.1
904,2022-03-21 08:00,5.7,304.3,1.9,0.0,62.4
904,2022-03-21 09:00,7.5,25.5,2.9,0.0,50.5
904,2022-03-21 10:00,9.2,3.0,2.2,0.0,36.7
904,2022-03-21 11:00,10.6,263.3,1.8,0.0,35.6
904,2022-03-21 12:00,11.9,226.2,2.3,0.0,30.0
904,2022-03-21 13:00,12.2,208.2,3.1,0.0,33.3
904,2022-03-21 14:00,12.1,139.7,2.5,0.0,44.0
904,2022-03-21 15:00,11.7,132.8,2.9,0.0,45.8
904,2022-03-21 16:00,11.5,133.1,2.0,0.0,48.1
904,2022-03-21 17:00,11.3,106.8,2.0,0.0,48.3
904,2022-03-21 18:00,10.7,114.4,1.4,0.0,46.7
904,2022-03-21 19:00,10.4,148.5,1.6,0.0,53.6
904,2022-03-21 20:00,10.2,107.1,1.0,0.0,53.7
904,2022-03-21 21:00,9.6,7.0,1.2,0.0,61.6
904,2022-03-21 22:00,9.9,24.6,2.2,0.0,58.6
904,2022-03-21 23:00,9.4,38.6,3.2,0.0,57.6
904,2022-03-22 00:00,8.6,160.7,2.5,0.0,68.0
904,2022-03-22 01:00,8.5,127.5,1.2,0.0,65.2
904,2022-03-22 02:00,8.1,0.0,0.3,0.0,75.1
904,2022-03-22 03:00,7.9,21.4,1.5,0.0,73.5
904,2022-03-22 04:00,7.5,335.0,1.3,0.0,75.2
904,2022-03-22 05:00,6.2,349.1,1.2,0.0,83.0
904,2022-03-22 06:00,5.6,328.1,1.6,0.0,84.2
904,2022-03-22 07:00,5.5,329.5,1.9,0.0,85.5
904,2022-03-22 08:00,8.0,33.8,2.2,0.0,71.8
904,2022-03-22 09:00,9.6,308.5,2.4,0.0,54.7
904,2022-03-22 10:00,10.8,17.6,2.7,0.0,49.5
904,2022-03-22 11:00,12.2,17.7,3.4,0.0,36.0
904,2022-03-22 12:00,13.4,328.7,3.1,0.0,24.5
904,2022-03-22 13:00,14.2,348.9,2.6,0.0,24.2
904,2022-03-22 14:00,15.1,73.4,2.5,0.0,28.8
904,2022-03-22 15:00,13.4,73.8,3.9,0.0,45.1
904,2022-03-22 16:00,11.9,69.4,7.1,0.0,45.1
904,2022-03-22 17:00,11.5,79.8,4.9,0.0,44.7
904,2022-03-22 18:00,10.6,61.1,4.2,0.0,44.3
904,2022-03-22 19:00,9.4,62.5,4.9,0.0,51.8
904,2022-03-22 20:00,8.9,62.0,3.0,0.0,50.1
904,2022-03-22 21:00,8.5,57.9,3.5,0.0,53.4
904,2022-03-22 22:00,8.0,39.0,2.3,0.0,54.8
904,2022-03-22 23:00,7.1,329.7,1.6,0.0,61.2
904,2022-03-23 00:00,6.6,332.7,0.7,0.0,62.4
904,2022-03-23 01:00,6.6,39.0,2.4,0.0,64.9
904,2022-03-23 02:00,6.5,25.8,2.4,0.0,64.0
904,2022-03-23 03:00,4.8,350.6,2.1,0.0,72.5
904,2022-03-23 04:00,4.5,351.1,1.7,0.0,77.6
904,2022-03-23 05:00,5.5,5.9,1.9,0.0,74.8
904,2022-03-23 06:00,4.6,322.8,2.6,0.0,77.6
904,2022-03-23 07:00,5.0,98.6,2.6,0.0,79.0
904,2022-03-23 08:00,5.7,312.6,2.5,0.0,73.7
904,2022-03-23 09:00,7.0,329.9,2.8,0.0,63.7
904,2022-03-23 10:00,7.1,312.9,2.3,0.0,64.2
904,2022-03-23 11:00,8.4,236.2,1.1,0.0,57.4
904,2022-03-23 12:00,9.3,251.7,0.8,0.0,55.2
904,2022-03-23 13:00,10.6,106.8,0.8,0.0,49.4
904,2022-03-23 14:00,12.4,309.0,2.5,0.0,42.7
904,2022-03-23 15:00,12.9,298.8,2.7,0.0,39.5
904,2022-03-23 16:00,12.7,207.9,4.3,0.0,48.7
904,2022-03-23 17:00,11.1,225.4,3.5,0.0,57.8
904,2022-03-23 18:00,11.3,238.0,2.0,0.0,58.8
904,2022-03-23 19:00,10.2,209.6,1.6,0.0,62.9
904,2022-03-23 20:00,9.2,0.0,0.1,0.0,72.6
904,2022-03-23 21:00,7.4,353.3,1.4,0.0,77.0
904,2022-03-23 22:00,6.7,0.0,0.1,0.0,77.4
904,2022-03-23 23:00,6.8,0.0,0.4,0.0,70.3
904,2022-03-24 00:00,6.5,317.4,2.8,0.0,72.2
904,2022-03-24 01:00,6.8,317.9,1.7,0.0,68.4
904,2022-03-24 02:00,5.6,12.1,1.8,0.0,72.0
904,2022-03-24 03:00,6.0,23.0,1.4,0.0,66.8
904,2022-03-24 04:00,4.6,355.0,1.2,0.0,73.4
904,2022-03-24 05:00,4.7,0.0,0.4,0.0,71.1
904,2022-03-24 06:00,2.5,329.4,0.6,0.0,82.5
904,2022-03-24 07:00,2.7,335.5,0.8,0.0,88.4
904,2022-03-24 08:00,5.9,311.5,2.2,0.0,74.7
904,2022-03-24 09:00,8.2,353.6,2.7,0.0,59.4
904,2022-03-24 10:00,10.9,340.6,0.7,0.0,48.9
904,2022-03-24 11:00,13.3,296.0,2.6,0.0,40.8
904,2022-03-24 12:00,14.5,269.4,2.8,0.0,37.6
904,2022-03-24 13:00,15.3,270.0,2.2,0.0,39.9
904,2022-03-24 14:00,15.0,207.4,5.4,0.0,47.1
904,2022-03-24 15:00,14.1,215.4,7.0,0.0,51.0
904,2022-03-24 16:00,13.3,208.0,6.8,0.0,59.8
904,2022-03-24 17:00,12.8,208.5,5.4,0.0,61.8
904,2022-03-24 18:00,12.0,204.8,4.8,0.0,62.4
904,2022-03-24 19:00,11.7,205.6,4.0,0.0,57.0
904,2022-03-24 20:00,11.0,205.7,2.9,0.0,62.6
904,2022-03-24 21:00,10.7,185.7,2.5,0.0,70.7
904,2022-03-24 22:00,10.4,178.5,1.4,0.0,54.4
904,2022-03-24 23:00,10.2,189.7,2.5,0.0,60.0
904,2022-03-25 00:00,10.0,157.8,0.7,0.0,61.7
904,2022-03-25 01:00,6.5,0.0,0.1,0.0,84.0
904,2022-03-25 02:00,6.1,33.8,1.3,0.0,87.8
904,2022-03-25 03:00,6.5,19.2,1.7,0.0,84.8
904,2022-03-25 04:00,5.9,338.5,0.7,0.0,87.1
904,2022-03-25 05:00,5.7,47.4,0.7,0.0,88.3
904,2022-03-25 06:00,5.2,0.0,0.1,0.0,91.9
904,2022-03-25 07:00,6.3,345.1,1.5,0.0,91.1
904,2022-03-25 08:00,7.8,327.6,1.2,0.0,82.0
904,2022-03-25 09:00,11.2,328.7,1.0,0.0,67.1
904,2022-03-25 10:00,14.1,221.6,2.3,0.0,65.6
904,2022-03-25 11:00,14.8,215.9,5.5,0.0,64.7
904,2022-03-25 12:00,15.6,207.3,4.8,0.0,64.3
904,2022-03-25 13:00,15.8,197.3,5.0,0.0,64.4
904,2022-03-25 14:00,15.4,213.7,5.7,0.0,70.5
904,2022-03-25 15:00,15.5,235.9,3.2,0.0,72.7
904,2022-03-25 16:00,15.6,216.1,4.4,0.0,75.6
904,2022-03-25 17:00,15.7,210.4,3.5,0.0,78.2
904,2022-03-25 18:00,17.0,178.1,5.4,0.0,70.4
904,2022-03-25 19:00,17.1,171.5,3.6,0.0,70.4
904,2022-03-25 20:00,16.2,134.9,3.4,0.0,75.3
904,2022-03-25 21:00,15.8,132.3,3.0,0.0,70.2
904,2022-03-25 22:00,16.0,135.1,4.2,0.0,68.2
904,2022-03-25 23:00,15.5,140.4,2.4,0.0,76.0
904,2022-03-26 00:00,14.6,147.8,3.4,2.0,85.3
904,2022-03-26 01:00,14.0,131.7,3.8,4.0,86.5
904,2022-03-26 02:00,13.8,135.9,2.9,5.0,90.8
904,2022-03-26 03:00,13.6,172.3,2.8,8.5,92.3
904,2022-03-26 04:00,13.8,130.7,1.2,8.0,93.5
904,2022-03-26 05:00,15.8,191.3,8.5,7.5,89.5
904,2022-03-26 06:00,15.8,191.8,10.7,6.5,93.0
904,2022-03-26 07:00,16.5,193.0,10.8,6.5,94.3
904,2022-03-26 08:00,15.7,195.1,6.3,4.0,97.5
904,2022-03-26 09:00,16.0,202.4,4.6,0.0,90.7
904,2022-03-26 10:00,15.9,193.8,4.5,0.0,87.6
904,2022-03-26 11:00,15.8,214.8,6.1,0.0,84.4
904,2022-03-26 12:00,16.2,234.0,5.5,,78.7
904,2022-03-26 13:00,17.0,240.9,6.1,,74.4
904,2022-03-26 14:00,17.8,226.6,6.3,,71.8
904,2022-03-26 15:00,17.5,215.1,7.0,,70.3
904,2022-03-26 16:00,20.2,299.4,5.0,,55.1
904,2022-03-26 17:00,19.2,306.3,4.5,,57.5
904,2022-03-26 18:00,18.4,315.8,4.0,,55.7
904,2022-03-26 19:00,16.6,63.1,5.6,,59.0
904,2022-03-26 20:00,15.2,316.0,2.7,,64.4
904,2022-03-26 21:00,14.4,321.5,3.0,,65.4
904,2022-03-26 22:00,13.2,317.7,2.3,,69.4
904,2022-03-26 23:00,11.8,36.0,0.9,,77.4
904,2022-03-27 00:00,11.6,350.0,1.8,,74.3
904,2022-03-27 01:00,10.4,335.4,1.0,0.0,78.9
904,2022-03-27 02:00,10.5,176.9,1.4,0.0,84.4
904,2022-03-27 03:00,9.3,355.6,0.8,0.0,89.1
904,2022-03-27 04:00,9.7,0.0,0.4,0.0,84.6
904,2022-03-27 05:00,9.0,0.0,0.0,0.0,87.1
904,2022-03-27 06:00,7.6,315.2,1.2,0.0,93.3
904,2022-03-27 07:00,7.1,0.0,0.3,0.0,97.4
904,2022-03-27 08:00,10.5,0.0,0.3,0.0,85.6
904,2022-03-27 09:00,13.0,191.3,0.7,0.0,65.5
904,2022-03-27 10:00,14.6,262.3,1.4,0.0,40.6
904,2022-03-27 11:00,16.2,275.1,2.5,0.0,25.7
904,2022-03-27 12:00,16.6,227.9,2.8,0.0,39.2
904,2022-03-27 13:00,16.1,208.5,6.6,0.0,43.7
904,2022-03-27 14:00,18.0,200.0,5.6,0.0,33.2
904,2022-03-27 15:00,16.7,194.9,8.1,0.0,45.8
904,2022-03-27 16:00,16.6,194.7,6.7,0.0,51.8
904,2022-03-27 17:00,15.8,207.5,4.7,0.0,51.1
904,2022-03-27 18:00,15.8,237.9,4.4,0.0,36.2
904,2022-03-27 19:00,14.3,245.4,3.1,0.0,47.7
904,2022-03-27 20:00,14.9,308.6,2.6,0.0,38.4
904,2022-03-27 21:00,14.2,322.5,4.0,0.0,34.9
904,2022-03-27 22:00,12.6,349.2,0.8,0.0,43.9
904,2022-03-27 23:00,12.1,322.0,3.0,0.0,43.6
904,2022-03-28 00:00,11.0,319.7,3.8,0.0,45.2
904,2022-03-28 01:00,9.2,319.5,4.1,0.0,32.5
904,2022-03-28 02:00,7.9,129.5,2.6,0.0,35.4
904,2022-03-28 03:00,7.1,317.8,1.9,0.0,39.1
904,2022-03-28 04:00,6.5,322.9,1.7,0.0,41.8
904,2022-03-28 05:00,5.6,321.5,2.0,0.0,44.6
904,2022-03-28 06:00,5.2,340.0,1.6,0.0,53.2
904,2022-03-28 07:00,5.9,315.7,1.9,0.0,50.3
904,2022-03-28 08:00,7.7,296.6,1.7,0.0,47.2
904,2022-03-28 09:00,10.9,39.7,5.9,0.0,40.4
904,2022-03-28 10:00,12.0,58.6,4.5,0.0,38.5
904,2022-03-28 11:00,11.9,74.5,4.0,0.0,37.5
904,2022-03-28 12:00,11.7,64.1,4.2,0.0,35.0
904,2022-03-28 13:00,12.2,92.3,3.2,0.0,36.7
904,2022-03-28 14:00,12.1,78.1,4.2,0.0,38.2
904,2022-03-28 15:00,12.4,88.4,3.4,0.0,37.8
904,2022-03-28 16:00,12.1,93.5,3.4,0.0,38.3
904,2022-03-28 17:00,11.4,71.0,3.5,0.0,39.8
904,2022-03-28 18:00,10.7,72.0,3.8,0.0,40.4
904,2022-03-28 19:00,10.1,49.6,2.3,0.0,41.4
904,2022-03-28 20:00,9.8,39.5,1.5,0.0,47.9
904,2022-03-28 21:00,9.5,359.4,1.8,0.0,50.9
904,2022-03-28 22:00,9.5,36.2,1.6,0.0,50.7
904,2022-03-28 23:00,8.2,39.7,2.2,0.0,56.0
904,2022-03-29 00:00,7.4,91.9,2.6,0.0,61.0
904,2022-03-29 01:00,7.1,27.3,1.8,0.0,64.5
904,2022-03-29 02:00,7.4,27.7,2.9,0.0,61.4
904,2022-03-29 03:00,7.1,27.3,3.2,0.0,62.9
904,2022-03-29 04:00,5.4,338.7,1.9,0.0,72.9
904,2022-03-29 05:00,4.9,36.5,2.1,0.0,77.2
904,2022-03-29 06:00,4.0,54.3,2.1,0.0,82.5
904,2022-03-29 07:00,4.5,85.4,1.9,0.0,79.2
904,2022-03-29 08:00,6.8,330.8,2.3,0.0,70.2
904,2022-03-29 09:00,9.4,339.9,2.4,0.0,58.1
904,2022-03-29 10:00,12.0,18.8,1.6,0.0,49.8
904,2022-03-29 11:00,14.0,292.8,1.7,0.0,44.6
904,2022-03-29 12:00,14.7,258.3,2.2,0.0,42.8
904,2022-03-29 13:00,14.7,206.9,3.8,0.0,45.3
904,2022-03-29 14:00,15.0,209.2,5.2,0.0,48.8
904,2022-03-29 15:00,15.2,212.1,5.3,0.0,47.8
904,2022-03-29 16:00,15.6,214.4,5.0,0.0,45.6
904,2022-03-29 17:00,14.4,214.2,5.2,0.0,53.9
904,2022-03-29 18:00,13.4,219.2,4.5,0.0,58.9
904,2022-03-29 19:00,12.1,189.2,2.4,0.0,57.9
904,2022-03-29 20:00,10.7,209.4,1.5,0.0,74.2
904,2022-03-29 21:00,10.6,195.9,1.1,0.0,76.5
904,2022-03-29 22:00,9.4,50.1,0.8,0.0,76.3
904,2022-03-29 23:00,8.2,36.0,0.6,0.0,82.8
904,2022-03-30 00:00,7.8,0.0,0.2,0.0,81.9
904,2022-03-30 01:00,6.1,13.1,0.9,0.0,92.0
904,2022-03-30 02:00,5.6,39.5,0.7,0.0,93.3
904,2022-03-30 03:00,6.0,0.0,0.3,0.0,94.4
904,2022-03-30 04:00,6.5,328.5,1.7,0.0,91.2
904,2022-03-30 05:00,7.3,11.7,1.8,0.0,91.6
904,2022-03-30 06:00,7.9,340.9,1.3,0.0,81.4
904,2022-03-30 07:00,8.7,353.9,1.7,0.0,80.2
904,2022-03-30 08:00,10.2,8.3,2.6,0.0,76.2
904,2022-03-30 09:00,12.3,340.5,0.5,0.0,70.6
904,2022-03-30 10:00,13.3,242.9,0.5,0.0,69.9
904,2022-03-30 11:00,15.4,0.0,0.3,0.0,73.1
904,2022-03-30 12:00,16.1,197.7,2.2,0.0,74.5
904,2022-03-30 13:00,17.1,199.8,4.3,0.0,80.4
904,2022-03-30 14:00,16.9,201.1,5.9,0.0,85.5
904,2022-03-30 15:00,17.3,208.9,5.0,0.0,85.4
904,2022-03-30 16:00,16.9,206.1,5.0,0.0,83.2
904,2022-03-30 17:00,16.8,206.1,4.5,0.0,84.5
904,2022-03-30 18:00,15.7,226.7,4.6,0.0,90.6
904,2022-03-30 19:00,15.0,226.4,3.6,0.0,94.3
904,2022-03-30 20:00,14.2,245.3,1.0,0.0,95.7
904,2022-03-30 21:00,13.7,247.9,0.9,0.0,97.6
904,2022-03-30 22:00,13.6,17.3,1.5,0.0,99.4
904,2022-03-30 23:00,13.6,290.3,1.0,0.0,99.9
904,2022-03-31 00:00,13.6,0.0,0.4,0.0,100.0
904,2022-03-31 01:00,13.6,0.0,0.0,0.0,100.0
904,2022-03-31 02:00,13.7,4.0,0.7,0.0,100.0
904,2022-03-31 03:00,13.8,347.5,1.2,0.0,100.0
904,2022-03-31 04:00,13.3,25.6,2.6,0.0,88.2
904,2022-03-31 05:00,13.3,42.8,2.7,0.0,75.3
904,2022-03-31 06:00,12.3,32.5,2.8,0.0,76.9
904,2022-03-31 07:00,12.1,29.2,3.6,0.0,71.7
904,2022-03-31 08:00,12.7,34.0,4.4,0.0,69.7
904,2022-03-31 09:00,13.5,34.6,3.6,0.0,68.3
904,2022-03-31 10:00,14.0,24.4,5.1,0.0,66.5
904,2022-03-31 11:00,15.6,34.6,4.5,0.0,62.3
904,2022-03-31 12:00,14.7,36.8,6.3,0.0,62.4
904,2022-03-31 13:00,13.9,50.5,3.7,0.0,64.0
904,2022-03-31 14:00,13.5,36.2,5.5,0.0,66.2
904,2022-03-31 15:00,13.1,73.2,3.7,0.0,64.9
904,2022-03-31 16:00,12.3,52.7,4.2,0.0,68.4
904,2022-03-31 17:00,11.7,62.3,4.3,0.0,67.8
904,2022-03-31 18:00,11.3,66.8,4.2,0.0,69.6
904,2022-03-31 19:00,10.9,44.6,4.8,0.0,70.1
904,2022-03-31 20:00,10.5,42.8,2.7,0.0,73.8
904,2022-03-31 21:00,10.2,56.7,3.1,0.0,67.6
904,2022-03-31 22:00,10.0,42.1,2.9,0.0,66.2
904,2022-03-31 23:00,9.4,26.9,5.8,0.0,65.0
904,2022-04-01 00:00,9.1,33.9,5.2,0.0,60.1
904,2022-04-01 01:00,8.9,33.3,5.3,0.0,59.8
904,2022-04-01 02:00,8.0,32.5,5.5,0.0,68.4
904,2022-04-01 03:00,7.7,32.0,5.1,0.0,66.9
904,2022-04-01 04:00,7.4,37.4,4.1,0.0,67.7
904,2022-04-01 05:00,7.4,36.8,3.8,0.0,68.4
904,2022-04-01 06:00,6.8,7.7,2.5,0.0,69.1
904,2022-04-01 07:00,7.5,31.5,3.1,0.0,64.8
904,2022-04-01 08:00,9.1,37.7,4.3,0.0,56.0
904,2022-04-01 09:00,10.6,35.2,5.2,0.0,47.4
904,2022-04-01 10:00,11.4,36.4,3.9,0.0,45.1
904,2022-04-01 11:00,12.3,76.6,3.7,0.0,40.3
904,2022-04-01 12:00,12.6,55.5,4.2,0.0,38.2
904,2022-04-01 13:00,13.9,63.4,3.2,0.0,34.2
904,2022-04-01 14:00,13.1,100.9,4.2,0.0,38.8
904,2022-04-01 15:00,12.7,85.6,3.6,0.0,38.4
904,2022-04-01 16:00,11.9,82.0,4.8,0.0,39.8
904,2022-04-01 17:00,11.2,89.4,4.2,0.0,40.4
904,2022-04-01 18:00,10.6,111.9,2.7,0.0,43.5
904,2022-04-01 19:00,10.0,81.3,2.4,0.0,45.3
904,2022-04-01 20:00,9.7,79.0,2.6,0.0,46.3
904,2022-04-01 21:00,9.3,38.9,2.1,0.0,47.6
904,2022-04-01 22:00,8.2,348.5,2.2,0.0,54.7
904,2022-04-01 23:00,7.6,32.7,1.6,0.0,59.5
904,2022-04-02 00:00,5.9,323.3,1.5,0.0,70.2
904,2022-04-02 01:00,5.8,27.0,1.8,0.0,70.7
904,2022-04-02 02:00,4.4,353.5,1.3,0.0,80.1
904,2022-04-02 03:00,4.9,26.8,1.6,0.0,78.4
904,2022-04-02 04:00,3.8,33.8,1.6,0.0,86.0
904,2022-04-02 05:00,3.7,325.4,2.3,0.0,83.9
904,2022-04-02 06:00,2.8,17.1,1.2,0.0,88.7
904,2022-04-02 07:00,4.0,304.7,1.5,0.0,85.2
904,2022-04-02 08:00,6.6,342.5,2.5,0.0,71.3
904,2022-04-02 09:00,9.2,342.9,2.3,0.0,58.9
904,2022-04-02 10:00,11.5,213.8,1.2,0.0,47.2
904,2022-04-02 11:00,12.6,190.9,1.9,0.0,46.5
904,2022-04-02 12:00,13.6,230.0,3.3,0.0,45.9
904,2022-04-02 13:00,14.1,212.7,4.4,0.0,48.0
904,2022-04-02 14:00,13.8,213.1,6.2,0.0,48.7
904,2022-04-02 15:00,13.9,201.8,6.4,0.0,47.3
904,2022-04-02 16:00,13.2,211.6,6.5,0.0,57.0
904,2022-04-02 17:00,13.3,196.5,5.1,0.0,50.1
904,2022-04-02 18:00,12.4,197.0,5.2,0.0,52.2
904,2022-04-02 19:00,11.5,188.9,3.8,0.0,54.5
904,2022-04-02 20:00,11.5,178.1,2.6,0.0,55.0
904,2022-04-02 21:00,11.2,175.9,2.4,0.0,58.8
904,2022-04-02 22:00,9.9,0.0,0.0,0.0,67.6
904,2022-04-02 23:00,8.4,80.3,0.7,0.0,74.2
904,2022-04-03 00:00,7.2,337.8,0.9,0.0,82.7
904,2022-04-03 01:00,5.9,16.0,1.5,0.0,88.0
904,2022-04-03 02:00,5.4,4.6,1.7,0.0,88.7
904,2022-04-03 03:00,5.4,345.9,1.3,0.0,89.6
904,2022-04-03 04:00,4.9,13.5,1.6,0.0,89.6
904,2022-04-03 05:00,4.8,7.6,2.0,0.0,86.9
904,2022-04-03 06:00,4.7,314.0,1.9,0.0,89.4
904,2022-04-03 07:00,5.9,28.2,1.9,0.0,86.6
904,2022-04-03 08:00,8.2,20.3,2.2,0.0,76.5
904,2022-04-03 09:00,10.4,31.0,2.9,0.0,60.5
904,2022-04-03 10:00,12.1,356.5,1.3,0.0,52.3
904,2022-04-03 11:00,14.1,272.1,1.3,0.0,42.1
904,2022-04-03 12:00,15.2,281.8,2.1,0.0,36.7
904,2022-04-03 13:00,15.5,217.3,5.4,0.0,44.1
904,2022-04-03 14:00,16.1,188.5,3.9,0.0,39.8
904,2022-04-03 15:00,16.1,194.4,4.4,0.0,45.1
904,2022-04-03 16:00,15.7,158.0,3.3,0.0,45.7
904,2022-04-03 17:00,14.9,138.2,3.1,0.0,51.4
904,2022-04-03 18:00,13.5,138.5,3.6,0.0,55.2
904,2022-04-03 19:00,12.6,139.9,2.9,0.0,62.0
904,2022-04-03 20:00,12.1,144.2,1.7,0.0,65.7
904,2022-04-03 21:00,11.4,43.7,1.3,0.0,67.5
904,2022-04-03 22:00,9.0,315.6,0.9,0.0,78.4
904,2022-04-03 23:00,9.0,18.6,1.7,0.0,81.6
904,2022-04-04 00:00,8.5,39.8,1.2,0.0,83.0
904,2022-04-04 01:00,7.6,312.8,1.8,0.0,88.4
904,2022-04-04 02:00,6.6,31.1,1.6,0.0,89.2
904,2022-04-04 03:00,6.2,16.1,1.6,0.0,91.2
904,2022-04-04 04:00,6.0,20.9,1.4,0.0,92.9
904,2022-04-04 05:00,6.1,33.3,2.1,0.0,92.5
904,2022-04-04 06:00,5.3,47.1,1.3,0.0,93.9
904,2022-04-04 07:00,5.9,332.2,1.0,0.0,93.9
904,2022-04-04 08:00,8.7,1.9,2.4,0.0,77.8
904,2022-04-04 09:00,11.5,359.2,1.2,0.0,70.0
904,2022-04-04 10:00,13.6,266.6,1.5,0.0,58.3
904,2022-04-04 11:00,15.6,211.1,1.4,0.0,50.3
904,2022-04-04 12:00,17.3,265.0,1.6,0.0,33.9
904,2022-04-04 13:00,16.8,210.6,5.5,0.0,50.1
904,2022-04-04 14:00,16.9,202.1,6.0,0.0,45.4
904,2022-04-04 15:00,15.7,208.7,6.2,0.0,55.9
904,2022-04-04 16:00,15.5,208.4,6.2,0.0,58.1
904,2022-04-04 17:00,16.3,207.0,5.0,0.0,44.4
904,2022-04-04 18:00,15.8,172.1,2.7,0.0,46.6
904,2022-04-04 19:00,14.6,168.1,3.1,0.0,44.6
904,2022-04-04 20:00,13.8,186.1,3.0,0.0,48.5
904,2022-04-04 21:00,12.9,194.4,2.0,0.0,59.1
904,2022-04-04 22:00,10.7,172.6,0.6,0.0,67.5
904,2022-04-04 23:00,9.7,0.0,0.4,0.0,71.7
904,2022-04-05 00:00,7.8,0.0,0.0,0.0,76.7
904,2022-04-05 01:00,6.1,8.4,0.9,0.0,86.2
904,2022-04-05 02:00,6.6,336.8,1.7,0.0,84.0
904,2022-04-05 03:00,6.1,343.8,1.1,0.0,88.4
904,2022-04-05 04:00,4.7,350.4,0.7,0.0,90.0
904,2022-04-05 05:00,5.0,12.6,1.4,0.0,90.2
904,2022-04-05 06:00,4.3,337.3,1.3,0.0,90.5
904,2022-04-05 07:00,5.1,343.6,1.1,0.0,91.8
904,2022-04-05 08:00,9.4,312.3,1.0,0.0,78.8
904,2022-04-05 09:00,12.2,282.3,0.9,0.0,58.1
904,2022-04-05 10:00,15.0,183.6,1.2,0.0,45.3
904,2022-04-05 11:00,16.2,194.5,3.4,0.0,35.6
904,2022-04-05 12:00,17.0,198.3,5.0,0.0,36.0
904,2022-04-05 13:00,16.7,203.2,6.7,0.0,33.4
904,2022-04-05 14:00,17.3,199.1,4.8,0.0,35.1
904,2022-04-05 15:00,17.6,199.6,5.0,0.0,36.1
904,2022-04-05 16:00,17.1,192.4,5.6,0.0,33.5
904,2022-04-05 17:00,16.4,192.8,5.3,0.0,38.8
904,2022-04-05 18:00,15.4,205.4,4.4,0.0,42.7
904,2022-04-05 19:00,14.4,204.8,4.2,0.0,36.4
904,2022-04-05 20:00,14.0,192.4,4.5,0.0,39.6
904,2022-04-05 21:00,13.4,194.9,4.8,0.0,45.7
904,2022-04-05 22:00,13.2,200.2,2.4,0.0,47.2
904,2022-04-05 23:00,11.9,200.2,1.6,0.0,58.1
904,2022-04-06 00:00,11.8,196.0,2.0,0.0,57.7
904,2022-04-06 01:00,12.4,161.6,0.5,0.0,50.3
904,2022-04-06 02:00,9.4,0.0,0.3,0.0,66.7
904,2022-04-06 03:00,8.8,0.0,0.3,0.0,72.2
904,2022-04-06 04:00,9.2,249.6,0.7,0.0,72.0
904,2022-04-06 05:00,8.1,27.1,0.8,0.0,64.1
904,2022-04-06 06:00,7.1,57.8,2.1,0.0,79.2
904,2022-04-06 07:00,9.8,18.3,1.8,0.0,57.2
904,2022-04-06 08:00,12.4,31.1,0.8,0.0,44.0
904,2022-04-06 09:00,15.3,336.7,1.7,0.0,36.1
904,2022-04-06 10:00,16.5,276.7,1.4,0.0,32.0
904,2022-04-06 11:00,18.1,283.3,1.6,0.0,32.2
904,2022-04-06 12:00,19.4,279.2,2.1,0.0,31.3
904,2022-04-06 13:00,19.5,203.8,4.3,0.0,33.5
904,2022-04-06 14:00,19.5,176.5,4.4,0.0,28.8
904,2022-04-06 15:00,19.0,134.7,3.5,0.0,26.7
904,2022-04-06 16:00,19.6,135.5,2.2,0.0,25.9
904,2022-04-06 17:00,18.1,148.6,3.0,0.0,26.7
904,2022-04-06 18:00,17.0,169.6,3.0,0.0,32.5
904,2022-04-06 19:00,15.7,169.5,2.6,0.0,32.2
904,2022-04-06 20:00,13.4,223.4,1.3,0.0,42.0
904,2022-04-06 21:00,14.0,203.1,2.6,0.0,36.6
904,2022-04-06 22:00,13.0,219.2,0.8,0.0,41.4
904,2022-04-06 23:00,11.0,359.5,1.1,0.0,61.4
904,2022-04-07 00:00,9.2,336.6,0.7,0.0,72.5
904,2022-04-07 01:00,8.1,12.0,0.5,0.0,75.9
904,2022-04-07 02:00,7.5,326.7,0.8,0.0,78.8
904,2022-04-07 03:00,7.3,31.4,1.5,0.0,74.9
904,2022-04-07 04:00,7.1,355.7,0.7,0.0,77.8
904,2022-04-07 05:00,6.6,304.7,0.5,0.0,81.0
904,2022-04-07 06:00,8.1,0.0,0.2,0.0,74.3
904,2022-04-07 07:00,8.5,34.7,2.4,0.0,77.0
904,2022-04-07 08:00,11.8,0.4,0.5,0.0,64.4
904,2022-04-07 09:00,13.3,292.6,1.5,0.0,47.7
904,2022-04-07 10:00,15.0,235.0,0.8,0.0,46.6
904,2022-04-07 11:00,16.8,319.0,4.2,0.0,48.9
904,2022-04-07 12:00,17.7,312.6,5.3,0.0,49.4
904,2022-04-07 13:00,18.7,313.0,3.9,0.0,44.9
904,2022-04-07 14:00,19.4,185.0,2.5,0.0,40.6
904,2022-04-07 15:00,19.2,203.8,5.0,0.0,46.8
904,2022-04-07 16:00,18.8,207.6,5.2,0.0,44.4
